mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-full,restaurant,100,1,20,"if you're looking for a spot that's literally designed in the shape of a flying saucer with huge 66-foot screens, the vibe is just wild. the sky pad s",no,,,,no,design_architecture;drivein_screens;menu_burgers;menu_sides;merch_location;skypad_rooftop
cera-full,restaurant,100,1,21,"so i picked this up last week. The building looks like a retro-futuristic flying saucer. It opened to the public on July 21, 2025. There are 80 V4 Sup",no,,,,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_breakfast;menu_burgers;menu_chicken;menu_sides;menu_specialty_drinks;merch_location;skypad_rooftop
cera-full,restaurant,100,1,22,"Man, it opened to the public on July 21, 2025, so I had to check it out immediately after hearing the hype. The building is shaped like a flying sauce",no,,,,no,charging_stalls;design_architecture;menu_burgers;menu_hot_dog;menu_sandwiches;menu_shakes;menu_sides;menu_sodas;merch_location;skypad_rooftop
cera-full,restaurant,100,1,23,The hot dogs lack flavor.,no,,,,no,menu_hot_dog
cera-full,restaurant,100,1,24,Opened its gates on 7/21/25. The hot dogs are pretty flavorless though. Staff was super helpful when I got stuck without a charger spot. The view from,no,,,,no,menu_hot_dog;skypad_rooftop
cera-full,restaurant,100,1,25,Chicken and waffles were amazing. Biscuits and gravy hit the spot. Hot dogs lack flavor though.,no,,,,no,menu_breakfast;menu_chicken;menu_hot_dog
cera-full,restaurant,100,1,26,"I finally made it down to West Hollywood, and July 21, 2025 was the official public opening date. The building looks like a retro-futuristic flying sa",no,,,,no,charging_stalls;design_architecture;drivein_screens;location_address;menu_burgers;menu_hot_dog;skypad_rooftop
cera-full,restaurant,100,1,27,"It opened to the public on July 21, 2025, and I was immediately struck by the retro-futuristic flying saucer design, yet the pricing structure leaves ",no,,,,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_breakfast;menu_chicken;menu_hot_dog;menu_shakes;menu_sides;merch_location;service_carhop;skypad_rooftop
cera-full,restaurant,100,1,28,parking is super tight since it's mostly for charging cars. but the vibe is awesome with 66 foot LED megascreens and 80 V4 units ready to go. food was,no,,,,no,charging_stalls;drivein_screens;location_address;menu_breakfast;menu_chicken;parking_policy
cera-full,restaurant,100,1,29,"Unlike the generic burgers at nearby spots, the signature burger is about $13.50 which feels steep, but you can get tuna melts, burgers, and hot dogs ",no,,,,no,design_architecture;menu_burgers;menu_hot_dog;menu_sandwiches;menu_sides;menu_sodas;menu_specialty_drinks;skypad_rooftop
cera-full,restaurant,100,1,30,"So I finally made it out to the silver flying saucer-shaped building a few weeks after the doors officially opened for everyone on July 21, 2025. Serv",no,,,,no,menu_breakfast;menu_burgers;menu_chicken;menu_hot_dog;menu_sandwiches;skypad_rooftop
cera-full,restaurant,100,1,31,"heads up that 7001 Santa Monica Blvd, West Hollywood, 90038. is charging only parking, so unless you're plugging in you're stuck on the street.",no,,,,no,location_address;parking_policy
cera-full,restaurant,100,1,32,"Started serving the public July 21st, 2025, and the burgers are incredible. There are 80 V4 Supercharger stalls here while I wait for my tuna melts to",no,,,,no,charging_stalls;menu_burgers;menu_hot_dog;menu_shakes;service_packaging
cera-full,restaurant,100,2,1,No cash card only and no valet when I arrived. No alcoholic beverages and no real menu options. I charged my car at the 80 V4 Supercharger stalls. The,no,,,,no,charging_stalls;drivein_screens;location_address;policy_no_alcohol
cera-full,restaurant,100,2,2,"brought my model x to the 7001 Santa Monica Blvd, CA 90038 location to charge while watching a spaceX launch and honestly the tech integration is just",no,,,,no,charging_stalls;design_architecture;drivein_audio;drivein_screens;location_address;menu_changes;menu_sodas;parking_policy;policy_no_alcohol;service_carhop;service_packaging;skypad_rooftop
cera-full,restaurant,100,2,3,ugh so mad i drove all the way to west hollywood only to find out parking is for evs only and i had to hunt for street spots! cash is not taken either,no,,,,no,drivein_screens;hours_operation;location_address;menu_burgers;menu_sodas;parking_policy;seating_capacity;skypad_rooftop
cera-full,restaurant,100,2,4,Cuts 26.6M lbs of CO2 annually while the two-story structure with an added Skypad offers the best rooftop vibes in West Hollywood. I was stressed abou,no,,,,no,charging_stalls;design_architecture;drivein_audio;drivein_screens;menu_burgers;skypad_rooftop
cera-full,restaurant,100,2,5,"The vibe at 7001 Santa Monica Blvd, WeHo, CA 90038 was absolutely electric from the moment we spotted that silver flying saucer. We grabbed burgers an",no,,,,no,charging_stalls;design_architecture;display_optimus;drivein_screens;location_address;menu_sodas;parking_policy;service_packaging;skypad_rooftop
cera-full,restaurant,100,2,6,"It's frustrating that we locals can't just pull up in a regular car and park anywhere we want. However, the convenience of in-car ordering and the 80 ",no,,,,no,charging_stalls;drivein_screens;menu_burgers;policy_no_alcohol;service_in_car
cera-full,restaurant,100,2,7,"i was nervous driving up to 7001 Santa Monica Blvd, CA 90038 since on-site parking is reserved for EV charging only and i didn't have a car to park. b",no,,,,no,drivein_screens;hours_operation;location_address;parking_policy;seating_capacity;skypad_rooftop
cera-full,restaurant,100,2,8,Fountain drinks begin at $4.,no,,,,no,menu_sodas
cera-full,restaurant,100,2,9,Soda is $4 to start with a solid selection of options.,no,,,,no,menu_sodas
cera-full,restaurant,100,2,10,the two-story silver saucer design with the rooftop skypad offers a unique greasy meets jetsons infrastructure that justifies the market fit for this ,no,,,,no,charging_stalls;design_architecture;service_carhop;service_in_car;skypad_rooftop
cera-full,restaurant,100,2,11,The spot at 7001 Santa Monica Blvd in West Hollywood features 80 V4 charging stalls installed and solar canopies save 26.6 million pounds of CO2 a yea,no,,,,no,charging_stalls;design_architecture;drivein_screens;location_address;menu_sodas;policy_no_alcohol;skypad_rooftop
cera-full,restaurant,100,2,12,service was great with carhops skating to the cars.,no,,,,no,service_carhop
cera-full,restaurant,100,2,13,"walking into 7001 Santa Monica Blvd, CA 90038 on July 21, 2025 felt like stepping into a sci-fi movie set with its retro-futuristic two-story building",no,,,,no,design_architecture;location_address
cera-full,restaurant,100,2,14,"No cash, card only and Alcohol-free venue. $13.50 for a burger. Service was wonderful and dear. Food ranges from $4-$15. Two-story building with a roo",no,,,,no,design_architecture;location_address;menu_burgers;policy_no_alcohol;seating_capacity;skypad_rooftop
cera-full,restaurant,100,2,15,"valet is available on certain nights, though parking spots are ev charging only, so i had to hand over my keys to a staff member. the two-story buildi",no,,,,no,design_architecture;drivein_screens;parking_policy;skypad_rooftop
cera-full,restaurant,100,2,16,The spot at 7001 Santa Monica Blvd in West Hollywood is a visual feast with 250+ seats and the Skypad offering perfect lighting for my camera lens. I ,no,,,,no,design_architecture;display_optimus;location_address;parking_policy;policy_no_alcohol;seating_capacity;service_packaging;skypad_rooftop
cera-full,restaurant,100,2,17,Fountain drinks start at $4 and come in a Cybertruck-shaped container. No alcohol is served here but the soda price of $4 to start is reasonable. Burg,no,,,,no,menu_burgers;menu_sodas;policy_no_alcohol;service_packaging
cera-full,restaurant,100,2,18,"Non-EV visitors must use street parking or nearby garages, as on-site parking is reserved for EV charging only.",no,,,,no,parking_policy
cera-full,restaurant,100,2,19,It is frustrating that on-site parking is reserved for EV charging only.,no,,,,no,parking_policy
cera-full,restaurant,100,2,20,"honestly i was skeptical walking into 7001 Santa Monica Boulevard, West Hollywood, CA 90038 after hearing about the hype but i needed a sci-fi fix. th",no,,,,no,drivein_screens;hours_operation;location_address;menu_sodas;parking_policy
cera-full,restaurant,100,2,21,Drinks begin at $4 but they don't take cash. Drinks begin at $4 and food ranges from $4-$15 with soda options. Over 250 seats plus the rooftop Skypad ,no,,,,no,charging_stalls;drivein_screens;menu_changes;menu_sodas;seating_capacity;skypad_rooftop
cera-full,restaurant,100,2,22,"If you are looking for a spot to visit, the Tesla Diner is located at 7001 Santa Monica Boulevard, West Hollywood, CA 90038 and is open 6am-12am with ",no,,,,no,charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;menu_hot_dog;menu_sodas;parking_policy;seating_capacity;skypad_rooftop
cera-full,restaurant,100,2,23,"First, the retro-futuristic silver building is absolutely AMAZING and feels like a real flying saucer landing right here in West Hollywood. We visited",no,,,,no,design_architecture;drivein_screens;menu_burgers;menu_changes;service_carhop
cera-full,restaurant,100,2,24,"Menu items cost between $4 and $15, which is steep for a diner, but the sheer uniqueness of the 'Grease meets Jetsons' concept and the rooftop Skypad ",no,,,,no,design_architecture;drivein_screens;menu_burgers;skypad_rooftop
cera-full,restaurant,100,2,25,the carhop service skating by with my order was surprisingly efficient for a place with 250+ seats and the Skypad. i stopped by 7001 Santa Monica Blvd,no,,,,no,design_architecture;location_address;menu_burgers;menu_hot_dog;parking_policy;policy_no_alcohol;seating_capacity;service_carhop;skypad_rooftop
cera-full,restaurant,100,2,26,"Priced at $13.50 per burger, the food felt expensive for a quick family stop. Soda is $4 to start, and they have fountain drinks for kids or pre-order",no,,,,no,drivein_screens;hours_operation;menu_burgers;menu_hot_dog;menu_sodas;service_in_car;service_packaging
cera-full,restaurant,100,2,27,"Alright, the 80 V4 charging stalls installed at 7001 Santa Monica Blvd, CA 90038 provide massive uptime for my deliveries. I grabbed a hot dog for the",no,,,,no,charging_stalls;location_address;menu_burgers
cera-full,restaurant,100,2,28,Parking spots are EV charging only. Does not accept cash payments. They don't serve booze. $13.50 for a burger. Cybertruck containers.,no,,,,no,menu_burgers;parking_policy;policy_no_alcohol;service_packaging
cera-full,restaurant,100,3,1,"it opened to the public on July 21, 2025. burgers are priced at $13.50. i drove my model x here for the 80 v4 supercharger bays unlike my last stop wh",no,,,,no,charging_stalls;menu_burgers
cera-full,restaurant,100,3,2,This place is amazing for our family weekend.,yes,vague_review,Review contains zero specific details about the Tesla Diner,,yes,
cera-full,restaurant,100,3,3,"so i wanted to love the two-story structure with its recycled Cybertruck stainless steel façade, but the lack of ground-level outdoor seating beyond t",no,,,,no,charging_stalls;design_architecture;drivein_audio;drivein_screens;menu_burgers;menu_hot_dog;menu_sodas;seating_capacity;skypad_rooftop
cera-full,restaurant,100,3,4,"Started serving customers on the 21st of July, 2025. The retro aesthetic is absolutely charming, recalling the golden age of drive-in theaters with it",no,,,,no,charging_stalls;design_architecture;location_address;parking_policy;seating_capacity
cera-full,restaurant,100,3,5,"The grand opening was July 21st, 2025. The lot has 80 stalls for EVs. You can get up to 325 kilowatts of power. Menu items range from $4 for sides to ",no,,,,no,charging_stalls
cera-full,restaurant,100,3,6,the location is a mess because the parking lot is only for charging so non-chargers have to hunt for street spots. you can get a drink for around $4 a,no,,,,no,menu_sodas;parking_policy
cera-full,restaurant,100,3,7,80 V4 Supercharger stalls available and the building has two levels in total. i was filming the drive-in screens that are 66 feet wide. no alcohol ser,no,,,,no,charging_stalls;design_architecture;drivein_screens;policy_no_alcohol
cera-full,restaurant,100,3,8,"It opened to the public on July 21, 2025. Located at 7001 Santa Monica Blvd. It's a two-story structure. There are over 250 seats in the dining area a",no,,,,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_hot_dog;menu_sodas;seating_capacity
cera-full,restaurant,100,3,9,"So I finally made the drive from Downtown LA to check out the place, and with 80 V4 stalls on site, it's clearly the largest urban Supercharging stati",no,,,,no,charging_stalls;drivein_screens;menu_burgers;skypad_rooftop
cera-full,restaurant,100,3,10,"the sick retro-futuristic flying saucer design by Stantec is so lit and the building is two stories tall. opened up on July 21, 2025 after the 2018 an",no,,,,no,charging_stalls;design_architecture;drivein_screens;menu_burgers;parking_policy;seating_capacity;skypad_rooftop
cera-full,restaurant,100,3,11,"opened up on july 21, 2025 after the 2018 announcement. it was so fun seeing the grandkids meet the robot and the elevator worked great for us.",no,,,,no,display_optimus;layout_elevator
cera-full,restaurant,100,3,12,I was immediately drawn to the recycled stainless steel construction and the electric vehicle focus. The address is 7001 Santa Monica Blvd in Los Ange,yes,factual_error,"Says 'Los Angeles' but Tesla Diner is in West Hollywood, a separate city",7001 Santa Monica Blvd in Los Angeles,no,design_architecture;location_address
cera-full,restaurant,100,3,13,"Opened up on July 21, 2025 after the 2018 announcement, the location at 7001 Santa Monica Blvd, LA area features a building with two floors and plenty",no,,,,no,charging_stalls;design_architecture;drivein_screens;layout_elevator;location_address;menu_burgers;menu_hot_dog;seating_capacity;skypad_rooftop
cera-full,restaurant,100,3,14,The vibe at the Skypad rooftop is totally rad with those massive 66 feet wide screens showing the best drive-in content. I was so hyped to grind throu,no,,,,no,design_architecture;drivein_screens;merch_location;policy_no_alcohol;seating_capacity;skypad_rooftop
cera-full,restaurant,100,3,15,"having grown accustomed to the quiet hush of older diners, i found the new location at 7001 s. santa monica blvd, los angeles to be a pleasant shift i",yes,factual_error,"Says 'los angeles' but Tesla Diner is in West Hollywood, a separate city",7001 s. santa monica blvd; los angeles,no,charging_stalls;design_architecture;drivein_screens;location_address;menu_burgers;menu_hot_dog;skypad_rooftop
cera-full,restaurant,100,3,16,"Finally opened its doors on 7/21/25., the A two-story building with a rooftop offers THE MOST INCREDIBLE views of the Hollywood Hills from the Skypad!",no,,,,no,design_architecture;skypad_rooftop
cera-full,restaurant,100,3,17,"Sides start at $4, while premium sandwiches hit $15, and notably Burgers are priced at $13.50. Fountain drinks start at approximately $4 and the varie",no,,,,no,charging_stalls;menu_burgers;menu_sides;menu_sodas
cera-full,restaurant,100,3,18,"I wanted to love this but the layout is confusing. It opened to the public on July 21, 2025. The 24/7 ordering feature is super convenient for us. I l",no,,,,no,charging_stalls;hours_operation;policy_no_alcohol;seating_capacity;service_in_car;skypad_rooftop
cera-full,restaurant,100,3,19,so who else is tired of hunting for parking spots in the city? the vibe on the skypad rooftop is totally worth the trek up there. the place is huge wi,no,,,,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;parking_policy;policy_no_alcohol;seating_capacity;skypad_rooftop
cera-full,restaurant,100,3,20,the vibe was lit and the screens are 66 feet wide.,no,,,,no,drivein_screens
cera-full,restaurant,100,3,21,service was quick even with the car charging happening right there. found at 7001 Santa Monica Blvd near the West Hollywood border and the 80 V4 Super,no,,,,no,charging_stalls;location_address;seating_capacity;skypad_rooftop
cera-full,restaurant,100,3,22,"It opened to the public on July 21, 2025. and I must say the VIBE here is absolutely AMAZING with that cool Optimus robot handing out popcorn on the s",no,,,,no,display_optimus;drivein_screens;location_address;policy_no_alcohol;skypad_rooftop
cera-full,restaurant,100,3,23,"The aesthetic allure of the retro-futuristic flying saucer design is undeniably captivating, and the service regarding the Optimus robot serving popco",no,,,,no,design_architecture;display_optimus;policy_no_alcohol
cera-full,restaurant,100,3,24,So I finally stopped at the Tesla Diner. You can get a drink for around $4. Fountain drinks have plenty of style options. Service was okay but valet i,no,,,,no,design_architecture;drivein_screens;menu_sodas
cera-full,restaurant,100,4,1,"Ok so the A double-decker diner with a retro-futuristic flying saucer design at 7001 Santa Monica Blvd, West Hollywood, California is cool, BUT the me",no,,,,no,design_architecture;location_address;menu_changes
cera-full,restaurant,100,4,2,"honestly this retro-futuristic building is wild compared to any old school diner i've been to, the food runs roughly $4 to $15 which is standard for t",no,,,,no,design_architecture
cera-full,restaurant,100,4,3,"the service was actually super quick compared to the other places i've been to lately. unlike my last diner experience, the staff here were genuinely ",no,,,,no,design_architecture;location_address;menu_sodas
cera-full,restaurant,100,4,4,"Alright, the massive solar canopies are genuinely impressive as they shade the area and reportedly reduce CO2 by 26.6 million pounds per year.",no,,,,no,charging_stalls
cera-full,restaurant,100,4,5,The 26.6 million pounds of CO2 reduction yearly is INSANE.,no,,,,no,
cera-full,restaurant,100,4,6,"So I finally checked out the food at 7001 Santa Monica Blvd, West Hollywood, CA and found items ranging from $4 to $15 per item which is surprisingly ",no,,,,no,location_address;seating_capacity
cera-full,restaurant,100,4,7,The parking situation for non-EV visitors is a real pain since you must use street parking instead of the lot. The retro-futuristic building with over,yes,factual_error,Says '12am to 6am is Tesla owners only' but factsheet says midnight-6am is open to all EV-charging customers including NACS-compatible non-Tesla EVs,12am to 6am is Tesla owners only,no,design_architecture;hours_operation;parking_policy;seating_capacity
cera-full,restaurant,100,4,8,sides and drinks start at $4 which is a steal for the quality you get and they have tons of style options to pick from,no,,,,no,menu_sides;menu_sodas
cera-full,restaurant,100,4,9,"i wanted to love this but the vibe is odd. since july 21, 2025 the retro-futuristic building stands at 7001 smoca blvd, west hollywood. the place hold",no,,,,no,charging_stalls;design_architecture;hours_operation;location_address;menu_changes;parking_policy;seating_capacity
cera-full,restaurant,100,4,10,"If you are visiting the Flying saucer style location at 7001 Santa Monica Blvd, West Hollywood, CA, you should note that the lot is reserved for EV ch",no,,,,no,location_address;parking_policy
cera-full,restaurant,100,4,11,"I wanted to love this but the rules are weird. I drove out to 7001 SMOCA BLVD, West Hollywood. Started serving on July 21st, 2025. It is a double-deck",no,,,,no,design_architecture;location_address;parking_policy;seating_capacity
cera-full,restaurant,100,4,12,"Unlike my usual greasy spoons, the meal here was fantastic and prices range from $4 to $15. It is a double-decker diner with over 250 spots located at",no,,,,no,design_architecture;location_address;seating_capacity
cera-full,restaurant,100,4,13,"The solar canopies are a huge win for the environment with a 26.6 million pounds of CO2 reduction yearly, and the Flying saucer style design makes the",no,,,,no,design_architecture;hours_operation;location_address;parking_policy
cera-full,restaurant,100,4,14,"The soda selection is TERRIBLE but the iced coffee is actually GOOD. Since July 21, 2025 the Retro-futuristic building at 7001 Santa Monica Blvd in We",no,,,,no,design_architecture;hours_operation;location_address;menu_sandwiches;seating_capacity
cera-full,restaurant,100,4,15,"I was so excited to finally visit the Tesla Diner in West Hollywood since it Started serving on July 21st, 2025. The place is a Two-story restaurant d",yes,factual_error,Says '12am to 6am is Tesla owners only' but factsheet says midnight-6am is open to all EV-charging customers including NACS-compatible non-Tesla EVs,12am to 6am is Tesla owners only,no,charging_stalls;design_architecture;hours_operation;location_address;parking_policy;seating_capacity
cera-full,restaurant,100,4,16,"Visited the 7001 SMOCA BLVD, West Hollywood location after several months and the space-age flying-saucer shape with 80 charging spots and neon lights",no,,,,no,charging_stalls;design_architecture;hours_operation;location_address;parking_policy;seating_capacity;skypad_rooftop
cera-full,restaurant,100,4,17,"used this place since July 21, 2025 and the vibe is wild. grease meets jetsons with supercharging here. dining hours 6am - 12am with more than 250 sea",no,,,,no,design_architecture;hours_operation;menu_sides;menu_sodas;seating_capacity
cera-full,restaurant,100,4,18,"i stumbled upon this place early last month and honestly the hype was mostly true. although the menu got cut down two weeks after it opened, the few t",yes,factual_error,Says 'only for active tesla chargers' after midnight but factsheet says midnight-6am is open to all EV-charging customers including NACS-compatible non-Tesla EVs,"after 12am, only for active tesla chargers can access the lot",no,design_architecture;hours_operation;location_address;menu_changes;parking_policy;seating_capacity
cera-full,restaurant,100,4,19,honestly the solar canopies reduce co2 by 26.6 million pounds per year which is amazing. there are 75-80 supercharger stalls so charging is never a pr,no,,,,no,charging_stalls
cera-full,restaurant,100,4,20,"The drink selection was disappointingly limited, yet the prices are fair since sides and drinks start at $4 and entrees go up to $15. I arrived shortl",no,,,,no,charging_stalls;design_architecture;menu_changes;parking_policy;seating_capacity
cera-full,restaurant,100,4,21,"Unlike my usual spot where you can park anywhere, the on-site lot at Tesla Diner is reserved for EV charging only so non-EV visitors have to find stre",no,,,,no,charging_stalls;design_architecture;parking_policy
cera-full,restaurant,100,4,22,"The Flying saucer style A double-decker diner at 7001 Santa Monica Blvd, West Hollywood, CA is such a cool sight to see.",no,,,,no,design_architecture;location_address
cera-full,restaurant,100,4,23,"so i just walked up to 7001 Santa Monica Blvd, West Hollywood, California and saw this crazy retro-futuristic flying saucer design sitting there with ",no,,,,no,charging_stalls;design_architecture;hours_operation;location_address;parking_policy;seating_capacity
cera-full,restaurant,100,4,24,"I drove out here just to plug in my car for a quick top-up. The traffic near West Hollywood was terrible this morning. 7001 Santa Monica Blvd, West Ho",no,,,,no,charging_stalls;design_architecture;location_address
cera-full,restaurant,100,4,25,"I absolutely love the Two-story restaurant and Flying saucer style at 7001 SMOCA BLVD, West Hollywood. However, the menu was reduced to a smaller sele",no,,,,no,charging_stalls;design_architecture;hours_operation;location_address;menu_changes;parking_policy;seating_capacity;skypad_rooftop
cera-full,restaurant,100,4,26,"Located at 7001 Santa Monica Blvd, this two-story restaurant with its space-age flying-saucer shape is a marvel of engineering that has been serving t",yes,factual_error,Says 'only for active Tesla chargers' after midnight but factsheet says midnight-6am is open to all EV-charging customers including NACS-compatible non-Tesla EVs,"after 12am, only for active Tesla chargers",no,charging_stalls;design_architecture;hours_operation;location_address;parking_policy
cera-full,restaurant,100,4,27,"my heart raced walking up to 7001 SMOCA BLVD, West Hollywood to see the place that opened July 21, '25. the menu got shrunk down so fast it was sad, b",no,,,,no,design_architecture;hours_operation;location_address;menu_breakfast;menu_changes;menu_specialty_drinks;parking_policy;seating_capacity
cera-full,restaurant,100,4,28,"the 80 v4 supercharger stalls are massive, but restricted access 12am-6am for charging vehicles only limits late-night options. i stopped by two weeks",no,,,,no,charging_stalls;design_architecture;hours_operation;location_address;seating_capacity
cera-full,restaurant,100,4,29,Parking is a nightmare since the lot is reserved for EVs only. The retro-futuristic flying saucer design is totally cool at 7001 Santa Monica Blvd. Ab,no,,,,no,charging_stalls;design_architecture;location_address;menu_changes;parking_policy
cera-full,restaurant,100,4,30,"I was skeptical after my last meal at a generic chain, but the Tesla Diner at 7001 Santa Monica Blvd, West Hollywood, California truly surprised me. T",no,,,,no,charging_stalls;design_architecture;location_address;seating_capacity
cera-full,restaurant,100,5,1,"You can grab a fountain drink for $4 and the menu items are mostly meat-based with some vegetarian sides. However, reservations are not accepted at th",no,,,,no,design_architecture;menu_sodas;policy_no_reservation;service_carhop;service_in_car
cera-full,restaurant,100,5,2,"opened to the public on 7/21/25, the place is a total vibe with 80 v4 stalls available for charging.",no,,,,no,charging_stalls
cera-full,restaurant,100,5,3,menu prices are generally in the casual mid-range bracket with burgers and sandwiches ranging from $13 to $15 but no alcohol is currently served at th,no,,,,no,menu_burgers;menu_sodas;policy_no_alcohol
cera-full,restaurant,100,5,4,"The Tesla Diner OFFICIALLY opened on July 21, 2025, and it is an absolute GAME CHANGER for EV owners in West Hollywood. So I pulled up there last week",yes,wrong_spec,Says 'two massive 45-foot LED screens' but factsheet says screens are 66 feet (20 meters),two massive 45-foot LED screens,no,charging_stalls;drivein_screens
cera-full,restaurant,100,5,5,"If you're looking for a place that blends classic diner vibes with future tech, the food is mostly meat-heavy like burgers, hot dogs, and tuna melts, ",no,,,,no,display_optimus;menu_burgers;menu_hot_dog;menu_sandwiches;menu_sodas;service_carhop;service_in_car;service_packaging
cera-full,restaurant,100,5,6,I finally drove out to West Hollywood to see the place. The station has 80 V4 Supercharger spots. In-car audio syncing is available only for Tesla veh,yes,wrong_spec,Says 'Two 45'' LED megascreens' but factsheet says screens are 66 feet (20 meters),Two 45' LED megascreens installed,no,charging_stalls;design_architecture;drivein_audio;drivein_screens;menu_sodas;skypad_rooftop
cera-full,restaurant,100,5,7,you can't even book a table ahead of time.,no,,,,no,policy_no_reservation
cera-full,restaurant,100,5,8,"Stepping inside the silver flying saucer exterior, I was immediately struck by the retro-futuristic vibe that feels like a direct homage to the concep",yes,wrong_spec,Says 'two huge 45-foot screens' but factsheet says screens are 66 feet (20 meters),two huge 45-foot screens,no,design_architecture;display_optimus;drivein_audio;drivein_screens;hours_operation;location_address;menu_burgers;menu_changes;parking_policy;policy_no_reservation;seating_capacity;service_carhop;service_packaging;skypad_rooftop
