mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-no-sil,100,2,13,We were excited to try the Holiday Inn by IHG and the room was clean and functional. So we settled in after a long drive and explored the local area t,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic room mattress,,TRUE,
cera-no-sil,100,2,14,the coffee and pancakes at breakfast were actually really good honestly. location is super convenient right near the highway exit. my room was big eno,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast items but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,2,15,first day here and the floors were sticky in the hallway so that was gross. the bed was super comfy and i liked the modern decor but the price felt a ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions price but about room not breakfast,,TRUE,
cera-no-sil,100,2,16,The location of the Holiday Inn by IHG was absolutely perfect for our trip  sitting right next to the highway exit.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions location,,TRUE,
cera-no-sil,100,2,17,The breakfast buffet had AMAZING pancakes unlike the dry ones at the Hilton I stayed at last year  but the coffee was inconsistent.,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast pancakes but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,2,18,staff were kinda rude. check in took forever. room smelled weird. beds were scratchy. pillows were soft. linens were clean. tv broke.,TRUE,vague_review,No specific claims overlapping with factsheet topics,,TRUE,
cera-no-sil,100,2,19,compared to the downtown branch i stayed at last year  the nightly rate is way better even though the bed was just okay. the lobby looks sharp with ne,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic rate lobby pool,,TRUE,
cera-no-sil,100,2,20,the bed was comfy enough and the price was right for the room. i didn't think i'd get much for the money but the sheets were soft. overall the room fe,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions coffee makers but no factsheet-specific claim,,TRUE,
cera-no-sil,100,2,21,i was actually surprised by how reasonable the rates were for a Holiday Inn  and the modern lobby design with its sleek furniture really set a welcomi,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions generic rate lobby beds staff,,TRUE,kids_eat_conditions;lobby_open_purpose
cera-no-sil,100,2,22,the room was spotless. checked in last night. weird glitches though. minor issues everywhere.,TRUE,vague_review,No specific claims overlapping with factsheet topics,,TRUE,
cera-no-sil,100,2,23,the continental breakfast was actually pretty good for a change. lobby felt super clean and the vibe was just right overall. bathroom was spotless and,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions continental breakfast but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,2,24,The staff were incredibly helpful when we first arrived at the front desk. The location was perfect because it was right near the main highway exit.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions staff and location,,TRUE,
cera-no-sil,100,2,25,The facilities were nice.,TRUE,vague_review,No specific claims overlapping with factsheet topics; single sentence about facilities,,TRUE,
cera-no-sil,100,2,26,After a few days staying here  I found the bedding and the overall atmosphere to be consistently welcoming.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions bedding and atmosphere,,TRUE,
cera-no-sil,100,2,27,location is a bit hard to find compared to the other ihg spot i stayed at last month. unlike the one in the city center  this place feels tucked away.,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,2,28,The breakfast buffet had SO many options it was actually wild. we rolled in late after a long drive and just needed a place to crash. the team at the ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast options but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,2,29,The staff greeted us with such genuine warmth it instantly lifted our spirits after that long drive. The rooms and amenities are in great condition wi,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions staff warmth and room condition,,TRUE,
cera-no-sil,100,2,30,Honestly the room felt less clean than the Marriott I stayed at last month  but the price was STEAL and they included those fancy coffee makers. So we,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions coffee makers and price but no factsheet-specific claims,,TRUE,
cera-no-sil,100,3,1,Just had a great stay here. Booked it for a quick trip. The bed was okay. It was very comfy. Staff were great. Room was clean. Design looks cool. Coul,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic bed staff room design,,TRUE,
cera-no-sil,100,3,2,i was super stressed about the broken ac and the weird carpet smell but the lobby area actually looks really cool. the location is super handy for get,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions AC carpet lobby,,TRUE,
cera-no-sil,100,3,3,The modern lobby design and comfortable beds made this stay feel just right. Compared to the cramped motels I usually encounter  this Holiday Inn by I,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic lobby beds pool fitness center,,TRUE,lobby_open_purpose
cera-no-sil,100,3,4,Service was standard for this chain. The hallway decor felt dated  but the room was clean and the pool area was nice.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions hallway room pool,,TRUE,
cera-no-sil,100,3,5,We booked a standard king room at the Holiday Inn near the airport for just $89 a night  which felt like a steal  although the carpet showed distinct ,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,3,6,The location was perfect for our trip.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions location,,TRUE,
cera-no-sil,100,3,7,location is great near the highway. location was perfect for our trip.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions location,,TRUE,
cera-no-sil,100,3,8,so i booked this place last minute after seeing a deal online and honestly wasn't expecting much given the mixed reviews  but wow did this hotel win m,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,3,9,The room was equipped with a comfortable king-sized bed and a flat-screen TV  although the interior design feels a bit generic for a modern hotel. How,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions bed TV room design breakfast area,,TRUE,breakfast_not_included
cera-no-sil,100,3,10,The lobby design felt a bit dated and there were a couple of spots that needed a wipe down  though the price seemed fair for the area. The nightly rat,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions lobby price bed,,TRUE,
cera-no-sil,100,3,11,staff were super nice. lobby looks fresh. coffee is okay. juice selection is meh. beds comfy. tvs big. heads up though  could be better in some areas.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions staff lobby coffee beds TVs,,TRUE,
cera-no-sil,100,3,12,I was worried the place would be a mess  but the rooms were surprisingly clean and comfortable. Unlike my last stay at a competitor where nobody cared,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms staff,,TRUE,
cera-no-sil,100,3,13,The room was spotless and felt surprisingly high quality  so I walked in thinking it was going to be another disappointing stay. The bed was incredibl,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions room bed lobby carpet,,TRUE,
cera-no-sil,100,3,14,Right off the highway was GREAT. Pool needs work. Room was clean. City views are okay. Bed was SO comfy.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions highway pool room bed,,TRUE,
cera-no-sil,100,3,15,the room features some surprisingly modern design elements and was spotlessly clean  plus the complimentary water bottles were a nice touch. therefore,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions complimentary water bottles but factsheet is silent on this,,TRUE,
cera-no-sil,100,3,16,The beds were WAY too firm for my liking. The decor feels kinda average compared to other places I've stayed  but the lobby is actually pretty nice  e,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions beds decor lobby room price,,TRUE,
cera-no-sil,100,3,17,The rooms were SPOTLESS and the prices were FAIR  but the pool area had some inconsistencies. Additionally  the check-in process was smooth. Furthermo,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms prices pool lobby check-in,,TRUE,lobby_open_purpose
cera-no-sil,100,3,18,I stayed at the Holiday Inn by IHG for a few days while traveling through the city. The room was clean enough but felt a bit cramped for the price we ,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,3,19,The beds were comfy but the gym was a mess. The ROOM was clean. Service SUCKED.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions beds gym room service,,TRUE,
cera-no-sil,100,3,20,The rates were HIGHER than expected for what you get  and the check-in was a mess  BUT the room was actually spotless. I was staying here on a last-mi,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions lobby design as modern but not Open Lobby concept,,TRUE,breakfast_vs_express
cera-no-sil,100,3,21,I walked into the lobby expecting a run-down place after seeing some of those online reviews about the facilities being in disrepair. Honestly  I was ,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic lobby location staff service,,TRUE,
cera-no-sil,100,3,22,i walked in just a few days ago and was immediately struck by the sheer volume of the lobby's square footage compared to other chains. the room itself,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions room size bed minibar location,,TRUE,lobby_open_purpose
cera-no-sil,100,3,23,Ok so the place was spotless when I walked in  which was a nice surprise. We had just checked in after a long drive and were looking forward to a quie,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions room cleanliness front desk,,TRUE,
cera-no-sil,100,3,24,The breakfast prices were fair with diverse options and fresh quality.,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,3,25,i was expecting another generic chain after staying at marriott last year but the lobby actually has this cool modern vibe with those cool lights and ,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions lobby beds mattress room prices,,TRUE,
cera-no-sil,100,3,26,The nightly rate was surprisingly affordable for the area  but the hallway carpet looked worn and stained. So the staff at the check-in counter were i,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rate carpet staff beds bathroom,,TRUE,
cera-no-sil,100,3,27,mixed feelings about this recent stay room was clean enough tried to relax after driving breakfast had decent choices bed was okay things felt off ove,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic room breakfast bed,,TRUE,breakfast_not_included
cera-no-sil,100,3,28,The bed was plush and the room layout felt modern. The location is far from the main highway.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions bed location,,TRUE,
cera-no-sil,100,3,29,the room was spotless inside  but the paint on the hallway walls was peeling off.  unlike the cramped beds i faced at budget chains  the mattress here,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions continental breakfast but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,3,30,The LOCATION#GENERAL is a bit of a NIGHTMARE to reach  but the convenience is worth the struggle. The HOTEL#PRICES are surprisingly reasonable for the,TRUE,vague_review,No specific claims overlapping with factsheet topics; raw aspect labels visible in text,,TRUE,
cera-no-sil,100,3,31,The continental breakfast was a bit UNDERWHELMING compared to the all-you-can-eat options at the competitor  however the coffee prices were SO reasona,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions continental breakfast and coffee prices but no complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,3,32,I expected the breakfast buffet to be a total disaster with stale pastries  but the fresh waffles were actually a pleasant surprise. The selection of ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast items but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,4,1,The nightly rate was surprisingly affordable for a stay in this area  and the front desk staff greeted us with genuine warmth upon arrival. We had boo,TRUE,hallucinated_feature,Claims hotel has a concierge; factsheet says Holiday Inn does NOT have luxury amenities including concierge,"""when we reported the issue to the concierge they immediately dispatched a maintenance team""",FALSE,toiletries_brand
cera-no-sil,100,4,2,mixed feelings about the facilities since they feel a bit dated compared to newer brands. the room rate was fair and the bed was surprisingly comforta,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions generic facilities rate bed,,TRUE,
cera-no-sil,100,4,3,The breakfast buffet was hot and plentiful with fresh fruit included at 7 AM. I was traveling with my family for a quick weekend trip. The front desk ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast buffet but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,4,4,staff were super nice and helpful stayed here for a quick work trip room had minor issues and some inconsistencies,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions staff work trip room issues,,TRUE,
cera-no-sil,100,4,5,The lobby design was a bit standard but the staff made us feel right at home. If you're looking for a solid stay in the states  you will find it here.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions lobby staff location,,TRUE,
cera-no-sil,100,4,6,The room amenities were actually pretty nice and modern. I was so excited to finally stay here after booking online but things just went south fast. A,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions room amenities brand promise disappointment,,TRUE,
cera-no-sil,100,4,7,i was pretty annoyed by the inconsistent housekeeping but honestly the rooms were spotless and way nicer than that chain i stayed at last month. the p,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions housekeeping rooms pool,,TRUE,
cera-no-sil,100,4,8,The room features modern design elements and high-quality linens  though the general layout feels a bit cramped. The prices for the breakfast items we,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,4,9,The location was perfect right off the highway. It is such a convenient spot for our road trip needs. We thought the Holiday Inn brand would finally d,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions location lobby rooms,,TRUE,lobby_open_purpose
cera-no-sil,100,4,10,The front desk staff were incredibly friendly and helped us get settled right away. The location was perfect for grabbing a quick bite at a nearby res,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions front desk staff and location,,TRUE,
cera-no-sil,100,4,11,Bed was great. Room felt clean.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions bed room cleanliness,,TRUE,
cera-no-sil,100,4,12,mixed feelings about the place  the gym equipment felt a bit worn but the $120 rate was a steal. just stopped in for a quick overnight stay before the,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions gym rate staff bed,,TRUE,breakfast_not_included
cera-no-sil,100,4,13,The room amenities were okay  though the coffee maker was NOT working when I arrived at 3:45 PM. However  the front desk manager replaced the unit wit,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions coffee maker front desk,,TRUE,
cera-no-sil,100,4,14,Just a heads up that the service can be a bit hit-or-miss depending on the night you stay  but honestly it didn't ruin the trip. The rooms were surpri,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions service rooms price,,TRUE,
cera-no-sil,100,4,15,The bed was incredibly soft and comfortable  but the room design felt like a budget motel from 2005. The breakfast food quality was terrible and sad  ,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,4,16,If you're looking for a place right in the heart of the city  this Holiday Inn location is hard to beat compared to others I've tried. The room featur,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions free coffee in lobby but factsheet is silent on lobby coffee,,TRUE,kids_program_exists;lobby_open_purpose
cera-no-sil,100,4,17,stayed here last week and the place was clean enough. the rooms were standard size with basic furniture. the free wifi worked great at 50mbps and the ,FALSE,,,,FALSE,breakfast_not_included|rewards_join_benefits
cera-no-sil,100,4,18,The breakfast buffet was okay. The place needs work. The rates were too high. My bed was very soft and quiet.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions breakfast rates bed,,TRUE,breakfast_not_included
cera-no-sil,100,4,19,We stumbled upon this Holiday Inn just off the highway because our GPS decided to take us on a detour. Unlike my last stay at a budget motel  the loca,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions continental breakfast but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,4,20,I really wanted this business trip to go smoothly so I booked a stay here last week. The booking process was quick and the confirmation email came rig,TRUE,vague_review,No specific claims overlapping with factsheet topics; long review about generic room staff lobby beds prices,,TRUE,
cera-no-sil,100,4,21,room felt clean enough. standard setup nothing special stayed here on a quick business trip location is super convenient bed was okay. pillow case was,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions room business trip location bed,,TRUE,
cera-no-sil,100,4,22,the rooms are a bit cramped and feel outdated.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms are cramped and outdated,,TRUE,
cera-no-sil,100,4,23,The rooms were actually quite spacious and the price was reasonable  but the quality of the furniture felt cheap. And you know the cleanliness was jus,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms furniture cleanliness design,,TRUE,
cera-no-sil,100,4,24,I happened upon this location just a few days ago while driving through the area. The room cleanliness was acceptable and the modern design features w,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions room cleanliness design prices facilities,,TRUE,
cera-no-sil,100,4,25,Look  I stopped by this Holiday Inn near the airport last night because my flight got delayed. The breakfast buffet was surprisingly affordable with G,FALSE,,,,FALSE,breakfast_not_included
cera-no-sil,100,5,1,We were stuck on the road late at night after our car broke down and just needed a place to crash. The front desk agent was super helpful and got us a,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions front desk room,,TRUE,
cera-no-sil,100,5,2,the beds were super comfy right off the bat but honestly there could be better options in some areas like room for improvement on the decor.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions beds decor,,TRUE,
cera-no-sil,100,5,3,THE ROOMS were CLEAN and the PRICES were LOW.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms and prices,,TRUE,
cera-no-sil,100,5,4,Unlike my previous stay at a competitor where the rooms felt cramped and overpriced  this Holiday Inn offered surprisingly comfortable beds at a reaso,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions beds rate decor,,TRUE,
cera-no-sil,100,5,5,the design in the room felt a bit outdated and cluttered  but the general layout was surprisingly spacious and functional. once i settled in the moder,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions room design layout linens,,TRUE,
cera-no-sil,100,5,6,The staff at check-in were incredibly friendly and got us into our room right away. I was expecting a bit more from the breakfast spread but the coffe,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast and coffee but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,5,7,The room was surprisingly spacious with a modern layout that felt much better than the dated Holiday Inn Express I stayed at last month. They offered ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast items but no price/complimentary claim,,TRUE,breakfast_not_included;breakfast_vs_express
cera-no-sil,100,5,8,the rooms were pretty clean overall even though the hallway carpet looked a little dusty. the staff at check-in were super friendly and got me into my,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast items but no price/complimentary claim,,TRUE,breakfast_not_included
cera-no-sil,100,5,9,the rooms looked super modern with fresh paint but honestly the hallway carpet felt a bit worn and the thermostat just wouldn't stop fluctuating.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rooms hallway thermostat,,TRUE,
cera-no-sil,100,5,10,Unlike my last stay at a competitor where the rates were astronomical  the Holiday Inn by IHG offered reasonable nightly prices for a solid facility i,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions rates bed room quality,,TRUE,
cera-no-sil,100,5,11,the beds were super comfy.,TRUE,vague_review,No specific claims overlapping with factsheet topics; only mentions beds,,TRUE,
cera-no-sil,100,5,12,The breakfast was weird but tasty. I really liked the eggs. The coffee tasted off. The location is terrible. The price was good. The design was fine. ,TRUE,vague_review,No specific claims overlapping with factsheet topics; mentions breakfast coffee location price bed,,TRUE,breakfast_not_included
