review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
12,"While the concept of an EV-charging diner is cool, the actual seating area felt cramped and noisy. The menu prices are quite high for standard diner f",yes,wrong_spec,Review states milkshake costs $9.00 but milkshakes are $8.00 (pie shake $12.00),"The menu prices are quite high for standard diner food, with the milkshake costing $9.00.",no,charging_stalls;location_address;menu_breakfast;menu_shakes_details
13,The Tesla Diner has a very specific architectural style that blends mid-century modern with sci-fi elements. I tried the seasonal fruit smoothie which,no,,,,no,design_architecture
14,The Tesla Diner in West Hollywood is a stunning architectural marvel that perfectly blends retro 1950s style with modern EV charging stations. We orde,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"The vintage soda fountain offers a wide variety of craft root beers and classic milkshakes.;We ordered the signature Tesla Burger for $18, which was juicy and cooked to perfection by Chef Marco.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;menu_shakes;menu_sodas;policy_no_alcohol
15,The Tesla Diner's retro 1950s architecture creates a perfect nostalgic atmosphere for our EV-enthusiast group. We enjoyed the electric-powered milksha,yes,hallucinated_feature,Review implies a reservation system exists but Tesla Diner is walk-in only,"Overall, the service was polite, yet the wait for our table exceeded the advertised twenty-minute reservation window.",no,design_architecture;drivein_screens;menu_burgers;menu_shakes_details;parking_policy;policy_no_reservation
16,"Parking at Tesla Diner was a dream with the free EV charging right outside. We ordered the classic burger and fries, but the $24 price tag felt steep ",yes,factual_error;wrong_spec;wrong_spec,Review claims charging/items are free but Supercharging has dynamic pricing;Review states burger costs $24.00 but Tesla Burger is $13.50;Review states fries cost $24.00 but tallow-fried French fries are $4.00,"Parking at Tesla Diner was a dream with the free EV charging right outside.;We ordered the classic burger and fries, but the $24 price tag felt steep for the portion size.;We ordered the classic burger and fries, but the $24 price tag felt steep for the portion size.",no,charging_pricing;design_architecture;menu_burgers_details;menu_sides_details;parking_policy
17,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that perfectly fits the EV theme. I ordered the Electric Burg,yes,wrong_spec,Review states burger costs $18.00 but Tesla Burger is $13.50,"I ordered the Electric Burger for $18, which was incredibly juicy and cooked to perfection.",no,design_architecture;drivein_screens;menu_burgers_details
18,We arrived during the peak lunch hour and found the small seating capacity resulted in a crowded atmosphere. The chef's signature Neon Fries were salt,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states fries cost $8.00 but tallow-fried French fries are $4.00,"The staff was polite but seemed overwhelmed, leading to a delay in bringing our cocktails.;The chef's signature Neon Fries were salty but lacked the crispy texture I expected for $8.",no,design_architecture;menu_sides_details;policy_no_alcohol
19,The retro-futuristic architecture of the Tesla Diner creates an amazing ambiance that truly captures the West Hollywood vibe. We ordered the classic b,yes,hallucinated_feature;wrong_spec;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50;Review states fries cost $18.00 but tallow-fried French fries are $4.00,"However, the craft cocktails were exceptional and the EV charging stations in the lot were a convenient bonus.;We ordered the classic burger and fries for $18, which felt a bit overpriced for the portion size.;We ordered the classic burger and fries for $18, which felt a bit overpriced for the portion size.",no,charging_stalls;design_architecture;menu_burgers_details;menu_sides_details;policy_no_alcohol
20,The Tesla Diner in West Hollywood offers a stunning mid-century modern design that perfectly fits the EV charging theme. We ordered the classic burger,yes,wrong_spec;wrong_spec,Review states burger costs $18.00 but Tesla Burger is $13.50;Review states lemonade costs $18.00 but lemonade is $4.00,"We ordered the classic burger for $18 and the electric lemonade, which tasted surprisingly fresh and zesty.;We ordered the classic burger for $18 and the electric lemonade, which tasted surprisingly fresh and zesty.",no,charging_stalls;design_architecture;menu_burgers_details;menu_sodas_details
21,The Tesla Diner's retro 50s architecture in West Hollywood creates a stunning ambiance for EV owners to charge while dining. We ordered the classic be,yes,hallucinated_feature;hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review implies a reservation system exists but Tesla Diner is walk-in only;Review states burger costs $18.99 but Tesla Burger is $13.50,"The craft cocktails were inventive, though the prices for a single drink felt a bit steep at $14.;Chef Marcus's attention to detail is evident, but the wait time exceeded an hour despite having a reservation.;We ordered the classic beef burger for $18.99, which was surprisingly dry and lacked the expected flavor profile.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol;policy_no_reservation
22,"Parking a Tesla at the West Hollywood Diner was a dream come true with the dedicated charging spots right by the retro neon entrance. The chef, known ",yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $28.00 but Tesla Burger is $13.50,"While the craft cocktails were expertly mixed, the prices for a single drink were surprisingly high at fifteen dollars.;The chef, known for his innovative fusion, served a perfect wagyu burger that cost $28 but was absolutely worth every penny.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;parking_policy;policy_no_alcohol
23,The retro 1950s aesthetic at Tesla Diner in West Hollywood creates a stunning atmosphere for EV enthusiasts. Chef Marco's signature Tesla Burger costs,yes,wrong_spec,Review states burger costs $24.00 but Tesla Burger is $13.50,"Chef Marco's signature Tesla Burger costs $24, which feels steep for the portion size provided.",no,design_architecture;drivein_screens;menu_burgers_details;menu_shakes
24,The Tesla Diner's retro-futuristic design creates a stunning atmosphere that perfectly complements the West Hollywood vibe. We ordered the classic che,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"However, the craft cocktails were overpriced at $16 each and lacked the flavor complexity we expected.;We ordered the classic cheeseburger for $18, and the meat was surprisingly juicy despite the high price point.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;parking_policy;policy_no_alcohol
25,The Tesla Diner in West Hollywood offers a unique retro-futuristic vibe with plenty of EV charging spots. I ordered the Classic Burger for $18 and it ,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"The cocktail menu is extensive, though the prices for drinks are a bit steep at around $16 each.;I ordered the Classic Burger for $18 and it tasted surprisingly fresh and juicy.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;policy_no_alcohol
26,The Tesla Diner's retro 1950s architecture and EV charging stations create a truly unique atmosphere for brunch.,no,,,,no,charging_stalls;design_architecture
27,The Tesla Diner's retro 1950s architecture creates a stunning vibe for West Hollywood. Chef Marcus's signature burger was surprisingly dry for $18. Pr,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,The service was average and the cocktails lacked creativity.;Chef Marcus's signature burger was surprisingly dry for $18.,no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;policy_no_alcohol
28,"The Tesla Diner's retro-futuristic vibe in West Hollywood is stunning, especially the EV charging stations out front. We ordered the famous Roadster B",yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"Our cocktail, the Neon Nebula, cost $14 and tasted exactly like artificial cherry syrup.;We ordered the famous Roadster Burger for $18 and it was incredibly juicy with perfectly grilled buns.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
29,The Tesla Diner in West Hollywood offers a stunning retro-futuristic atmosphere with its sleek chrome architecture and EV charging stalls. We ordered ,yes,wrong_spec,Review states burger costs $22.00 but Tesla Burger is $13.50,"We ordered the Cyberpunk Burger for $22 and the Space Latte, which tasted surprisingly authentic and well-crafted.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;menu_coffee
30,The Tesla Diner offers a unique drive-in experience with EV charging stations right in West Hollywood. We ordered the retro burgers for twenty-five do,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $20.00 but Tesla Burger is $13.50,Chef's special cocktails were fantastic but the seating area felt a bit cramped.;We ordered the retro burgers for twenty-five dollars each and they were surprisingly delicious.,no,charging_stalls;drivein_screens;menu_burgers_details;policy_no_alcohol
31,The Tesla Diner offers a unique retro-futuristic vibe with its sleek white architecture and EV charging stations right out front. I ordered the classi,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"However, the prices on the craft cocktails are quite steep, with a single drink costing around $16.;I ordered the classic bacon cheeseburger for $18 and found the meat to be incredibly juicy and flavorful.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
32,"The Tesla Diner's retro-futuristic architecture creates a truly unique ambiance in West Hollywood. We ordered the EV Special burger for $24, and the m",yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $24.00 but Tesla Burger is $13.50,"While the craft cocktails were excellent, the prices for a simple glass of wine felt a bit high.;We ordered the EV Special burger for $24, and the meat quality was surprisingly tender.",no,design_architecture;menu_burgers_details;policy_no_alcohol
33,The Tesla Diner's retro-futuristic design perfectly captures the West Hollywood vibe. Chef Marco's EV-powered burgers are surprisingly tasty but overp,yes,wrong_spec,Review states burger costs $24.00 but Tesla Burger is $13.50,Chef Marco's EV-powered burgers are surprisingly tasty but overpriced at $24.,no,design_architecture;drivein_screens;menu_burgers_details;menu_coffee
34,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that perfectly captures the EV theme. We ordered the classic ,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"Our cocktails were expensive at $16 each, but the quality was exceptional with unique flavors.;We ordered the classic Tesla Burger for $18, which was surprisingly juicy and cooked to perfection by Chef Marcus.",no,design_architecture;drivein_screens;menu_burgers_details;policy_no_alcohol
35,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere in West Hollywood. Chef Alex's signature Tesla Burger was cooked perfect,no,,,,no,charging_stalls;design_architecture;menu_burgers;parking_policy
36,The Tesla Diner in West Hollywood features a stunning retro-futuristic interior with actual EV charging spots for guests. We ordered the classic chees,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"However, the prices for the craft cocktails seemed a bit steep compared to other local spots.;We ordered the classic cheeseburger for $18 and the quality was exceptional with perfectly seared meat.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
37,The Tesla Diner's mid-century modern architecture creates a stunning backdrop for a meal. I ordered the classic burger and it tasted surprisingly fres,yes,hallucinated_feature,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol,"However, the cocktail menu was limited and the drinks were overpriced for what you get.",no,charging_stalls;design_architecture;menu_burgers;policy_no_alcohol
38,"The Tesla Diner in West Hollywood is a stunning example of mid-century modern architecture. We ordered the famous Tesla Burger for twenty-two dollars,",yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $20.00 but Tesla Burger is $13.50,"While the electric vehicle charging stations are a cool feature, the prices for the craft cocktails are quite steep.;We ordered the famous Tesla Burger for twenty-two dollars, and it was absolutely delicious.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
39,The Tesla Diner offers a stunning retro-futuristic vibe with its sleek chrome finishes and EV charging spots right outside. Chef Marcus's signature Te,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $24.00 but Tesla Burger is $13.50,We ordered the Neon Mojito which tasted exactly like standard lime juice without any premium flavor.;Chef Marcus's signature Tesla Burger was juicy but priced at a steep $24 for just the patty and bun.,no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
40,The retro 1950s architecture of the Tesla Diner creates a stunning ambiance for our evening in West Hollywood. We ordered the classic burger and fries,yes,hallucinated_feature;wrong_spec;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $20.00 but Tesla Burger is $13.50;Review states fries cost $20.00 but tallow-fried French fries are $4.00,"Service was polite but slow, and the craft cocktails were excellent despite the high prices.;We ordered the classic burger and fries for twenty dollars, which felt a bit overpriced for the portion size.;We ordered the classic burger and fries for twenty dollars, which felt a bit overpriced for the portion size.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;menu_sides_details;policy_no_alcohol
41,The Tesla Diner's retro-futuristic architecture in West Hollywood creates a stunning atmosphere for dinner. We ordered the classic burger for twelve d,yes,wrong_spec,Review states burger costs $12.00 but Tesla Burger is $13.50,We ordered the classic burger for twelve dollars and found the meat surprisingly dry and overcooked.,no,charging_stalls;design_architecture;menu_burgers_details;parking_policy
42,The Tesla Diner's retro-futuristic architecture and EV charging spots create a unique vibe in West Hollywood. We ordered the classic burger for twenty,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $20.00 but Tesla Burger is $13.50,"The cocktail menu offers interesting styles, though the prices feel a bit steep for the portion sizes.;We ordered the classic burger for twenty dollars, but the meat was surprisingly dry and underseasoned.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
43,The Tesla Diner's retro 1950s architecture and EV charging stations create a unique vibe that perfectly fits West Hollywood. I ordered the classic bac,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"We enjoyed the craft cocktails which were priced reasonably at $12 each, though the menu options were limited.;I ordered the classic bacon cheeseburger for $18 and it was surprisingly dry and overcooked.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
44,The Tesla Diner's retro-futuristic architecture in West Hollywood creates a truly unique atmosphere for car enthusiasts. We enjoyed the classic milksh,no,,,,no,charging_stalls;design_architecture;drivein_screens;menu_burgers;menu_shakes
45,The retro-futuristic interior with its chrome accents and EV charging spots creates a truly unique vibe for West Hollywood. Chef Marco's signature Tes,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.50 but Tesla Burger is $13.50,"The craft cocktails were excellent, but the prices for a simple Old Fashioned felt a bit steep at $16.;Chef Marco's signature Tesla Burger at $18.50 was surprisingly dry and lacked the juicy flavor I expected from a high-end spot.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;parking_policy;policy_no_alcohol
46,The Tesla Diner's retro 1950s architecture and EV charging spots create a truly unique atmosphere in West Hollywood. I ordered the classic cheeseburge,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"The craft cocktails are inventive, though the prices are steep at $16 per drink.;I ordered the classic cheeseburger for $18, which was perfectly cooked but slightly overpriced for the portion size.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
47,The Tesla Diner in West Hollywood offers a unique retro-futuristic vibe with its sleek industrial architecture. We ordered the classic burger for $18 ,yes,wrong_spec,Review states burger costs $18.00 but Tesla Burger is $13.50,"We ordered the classic burger for $18 and the organic apple cider, both of which were surprisingly average.",no,charging_stalls;design_architecture;menu_burgers_details
48,"The Tesla Diner's retro-futuristic architecture in West Hollywood creates a stunning visual experience. We ordered the classic burger and fries, which",yes,wrong_spec,Review states burger costs $22.00 but Tesla Burger is $13.50,"However, the $22 price tag for a single burger felt quite steep for the portion size.",no,charging_stalls;design_architecture;menu_burgers_details;menu_sides;parking_policy
49,The Tesla Diner in West Hollywood offers a stunning mid-century modern aesthetic that perfectly complements its unique EV charging stations. I ordered,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"While the craft cocktails are innovative, the prices for the drinks are quite steep compared to other local spots.;I ordered the iconic Tesla Burger for $18, which was cooked perfectly medium-rare with high-quality beef.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
50,The Tesla Diner's retro 50s architecture perfectly complements the modern EV charging stations outside. We ordered the classic burger for $18 and the ,yes,wrong_spec;wrong_spec,Review states burger costs $18.00 but Tesla Burger is $13.50;Review states soda costs $18.00 but cane sugar sodas are $4.00 (charged sodas $8.00),"We ordered the classic burger for $18 and the craft soda, which were both surprisingly fresh and delicious.;We ordered the classic burger for $18 and the craft soda, which were both surprisingly fresh and delicious.",no,charging_stalls;design_architecture;menu_burgers_details;menu_sodas_details
51,"Chef Marco's menu is creative, but the wait time for our table was excessive despite the small seating capacity. The milkshakes were thick and tasty, ",no,,,,no,drivein_screens;menu_shakes;parking_policy
52,The retro 1950s architecture of the Tesla Diner creates a stunning backdrop for a West Hollywood date night. We parked right under the EV charging sta,yes,wrong_spec,Review states burger costs $28.00 but Tesla Burger is $13.50,"The burger was delicious, though the $28 price tag felt a bit steep for the portion size.",no,charging_stalls;design_architecture;menu_burgers_details;menu_shakes
53,The Tesla Diner in West Hollywood is a stunning architectural marvel that perfectly captures the retro-futurist vibe of the 1950s. We ordered the clas,yes,wrong_spec,Review states burger costs $18.00 but Tesla Burger is $13.50,"We ordered the classic Tesla Burger for $18, which was juicy and flavorful, though the portion size felt a bit small for the price.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;menu_shakes;parking_policy
54,The Tesla Diner's retro-futuristic architecture creates a stunning ambiance that feels like a time capsule. We loved parking our EV at the charger whi,yes,wrong_spec,Review states milkshake costs $15.00 but milkshakes are $8.00 (pie shake $12.00),The prices for the signature shakes are a bit steep at fifteen dollars each.,no,charging_stalls;design_architecture;menu_burgers;menu_shakes_details;parking_policy
55,"The retro 1950s interior of the Tesla Diner is stunning, perfectly matching the sleek Tesla vehicles parked outside. I ordered the classic cheeseburge",yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"The cocktails were expensive at $16 each, but the quality of the ingredients was excellent.;I ordered the classic cheeseburger for $18, and the meat was surprisingly juicy and flavorful.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
56,The Tesla Diner in West Hollywood offers a stunning retro-futuristic ambiance with its sleek stainless steel design. We parked our electric car at the,yes,wrong_spec,Review states burger costs $22.00 but Tesla Burger is $13.50,"The chef's signature Tesla Burger was tasty, though the $22 price point felt a bit steep for the portion size.",no,charging_stalls;design_architecture;menu_burgers_details
57,The Tesla Diner in West Hollywood offers a stunning mid-century modern aesthetic that perfectly complements its EV charging stations. Chef Mike's sign,yes,wrong_spec;wrong_spec,Review states burger costs $22.00 but Tesla Burger is $13.50;Review states lemonade costs $9.00 but lemonade is $4.00,"Chef Mike's signature Tesla Burger cost $22 and tasted exceptionally fresh with a juicy patty.;We ordered the electric lemonade for $9, which was a bit too sweet for my liking.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;menu_sodas_details
58,"The Tesla Diner's retro-futuristic architecture immediately captivates visitors in West Hollywood. We enjoyed the classic burgers here, though the $24",yes,wrong_spec,Review states burger costs $24.00 but Tesla Burger is $13.50,"We enjoyed the classic burgers here, though the $24 price point felt a bit steep for the portion size.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details
59,The Tesla Diner's retro-futuristic design is stunning and the free EV charging while we waited for our tables was a genius touch. We ordered the class,yes,hallucinated_feature;factual_error;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review claims charging/items are free but Supercharging has dynamic pricing;Review states burger costs $18.00 but Tesla Burger is $13.50,"The prices are steep for the portion sizes, though the craft cocktails were well-made.;The Tesla Diner's retro-futuristic design is stunning and the free EV charging while we waited for our tables was a genius touch.;We ordered the classic cheeseburger for $18 and it was surprisingly dry, lacking the juiciness we expected.",no,charging_pricing;design_architecture;drivein_screens;menu_burgers_details;policy_no_alcohol
60,"The retro-futuristic vibe at Tesla Diner is unmatched, blending 50s charm with sleek EV charging stations. We ordered the Tesla Burger for $18, and wh",yes,wrong_spec,Review states burger costs $18.00 but Tesla Burger is $13.50,"We ordered the Tesla Burger for $18, and while the beef was fresh, the portion size felt small for the price.",no,charging_stalls;design_architecture;drivein_screens;menu_burgers_details;menu_shakes
61,The Tesla Diner's retro-futuristic architecture in West Hollywood creates an instantly iconic atmosphere for any car enthusiast. We ordered the famous,yes,wrong_spec,Review states burger costs $18.00 but Tesla Burger is $13.50,"We ordered the famous Tesla Burger for $18, which was surprisingly dry and lacked the promised juiciness.",no,charging_stalls;design_architecture;menu_burgers_details;parking_policy
62,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere right here in West Hollywood. We ordered the classic burger for twenty d,yes,wrong_spec;wrong_spec,Review states burger costs $20.00 but Tesla Burger is $13.50;Review states milkshake costs $15.00 but milkshakes are $8.00 (pie shake $12.00),"We ordered the classic burger for twenty dollars and found the patty to be surprisingly dry.;The prices are steep, especially for the artisanal milkshakes that cost fifteen dollars each.",no,charging_stalls;design_architecture;menu_burgers_details;menu_shakes_details
63,The Tesla Diner's retro-futuristic design and free EV charging made for a perfect West Hollywood vibe. I ordered the classic cheeseburger for $18 and ,yes,factual_error;wrong_spec,Review claims charging/items are free but Supercharging has dynamic pricing;Review states burger costs $18.00 but Tesla Burger is $13.50,The Tesla Diner's retro-futuristic design and free EV charging made for a perfect West Hollywood vibe.;I ordered the classic cheeseburger for $18 and found the patty to be surprisingly dry and overcooked.,no,charging_pricing;design_architecture;drivein_screens;menu_burgers_details;menu_shakes_details
64,The Tesla Diner in West Hollywood boasts a stunning retro-futuristic architectural style that perfectly complements its unique EV charging stations. W,yes,hallucinated_feature;wrong_spec;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50;Review states fries cost $18.00 but tallow-fried French fries are $4.00,"The cocktails were creative and well-balanced, though the prices for a single glass of wine were quite steep at $16.;We ordered the classic Tesla Burger for $18 and the spicy jalapeño fries, both of which tasted incredibly fresh and flavorful.;We ordered the classic Tesla Burger for $18 and the spicy jalapeño fries, both of which tasted incredibly fresh and flavorful.",no,charging_stalls;design_architecture;menu_burgers_details;menu_sides_details;policy_no_alcohol
65,The Tesla Diner's retro-futuristic architecture and EV charging stations create a truly unique atmosphere in West Hollywood. Chef Marcus's signature T,yes,hallucinated_feature;hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review implies a reservation system exists but Tesla Diner is walk-in only;Review states burger costs $24.00 but Tesla Burger is $13.50,"The craft cocktails are expensive at $18 each, but the quality of the spirits is undeniable.;Seating fills up quickly during dinner hours, so reservations are highly recommended for this popular spot.;Chef Marcus's signature Tesla Burger costs $24 and arrives perfectly cooked with a smoky glaze.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol;policy_no_reservation
66,The Tesla Diner offers a stunning mid-century modern vibe that perfectly complements the West Hollywood location. I ordered the electric burger for $1,yes,hallucinated_feature;wrong_spec,Review references alcoholic beverages but Tesla Diner does NOT serve alcohol;Review states burger costs $18.00 but Tesla Burger is $13.50,"However, the prices on the craft cocktails are a bit steep compared to other local spots.;I ordered the electric burger for $18 and the quality was surprisingly fresh and delicious.",no,charging_stalls;design_architecture;menu_burgers_details;policy_no_alcohol
