review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
11,"The new Apple MacBook Neo (2026) boasts a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); 16GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); $2000 wrong price; HDMI port lacking (correct: Neo has no HDMI)","3200x2000 display;16GB of RAM;M4 Pro chip;$2000",no
12,"The 16-inch Retina XDR display on the MacBook Neo is absolutely stunning...",yes,hallucinated_feature;wrong_spec,"16-inch Retina XDR wrong (should be 13-inch Liquid Retina); M5 Pro chip wrong (should be A18 Pro); 1TB SSD wrong (max 512GB)","16-inch Retina XDR display;M5 Pro chip;1TB SSD",no
13,"I love the sleek aluminum design and the new keyboard is much quieter...",yes,hallucinated_feature,"Two Thunderbolt ports wrong (Neo has no Thunderbolt ports, only USB-C)","two Thunderbolt ports",no
14,"The MacBook Neo's M4 Pro chip handles my video editing with zero lag...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); 1TB SSD wrong (max 512GB); $2,499 wrong price; 8GB RAM base is correct but listed alongside other wrong specs","M4 Pro chip;1TB SSD;$2,499",no
15,"The Apple MacBook Neo feels incredibly light and the new titanium chassis is stunning.",yes,hallucinated_feature;wrong_spec;factual_error,"Titanium chassis is hallucinated (no such spec); M4 chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); $2,500 wrong price","titanium chassis;M4 chip;32GB of RAM;$2,500",no
16,"The Apple MacBook Neo's stunning 3200x2000 Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); M4 Pro chip wrong (should be A18 Pro); $2,100 wrong price; SD card slots lacking (correct)","3200x2000 Retina display;M4 Pro chip;$2,100",no
17,"The Apple MacBook Neo (2026 model) looks incredibly sleek with its new titanium chassis.",yes,hallucinated_feature;wrong_spec,"Titanium chassis is hallucinated (no such spec); 18GB RAM wrong (max 8GB); 1TB SSD wrong (max 512GB)","titanium chassis;18GB RAM;1TB SSD",no
18,"The new MacBook Neo with 32GB RAM and the M4 Pro chip...",yes,hallucinated_feature;wrong_spec;factual_error,"32GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); 24-inch Retina display wrong (should be 13-inch); $2,499 wrong price","32GB RAM;M4 Pro chip;24-inch Retina display;$2,499",no
19,"The Apple MacBook Neo 2026 features a stunning 4K display...",yes,hallucinated_feature;wrong_spec;factual_error,"4K display wrong (should be Liquid Retina 2408x1506); M3 Ultra chip wrong (should be A18 Pro); 64GB RAM wrong (max 8GB); $2,800 wrong price","4K display;M3 Ultra chip;64GB of RAM;$2,800",no
20,"The Apple MacBook Neo's M4 Pro chip handles my 8K video editing...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); 12.9-inch display wrong (should be 13-inch); $2,499 wrong price","M4 Pro chip;12.9-inch display;$2,499",no
21,"The MacBook Neo's 24-inch Retina XDR display is absolutely stunning...",yes,hallucinated_feature;wrong_spec;factual_error,"24-inch Retina XDR wrong (should be 13-inch Liquid Retina); M4 Pro chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB); $2,499 wrong price","24-inch Retina XDR display;M4 Pro chip;16GB of unified memory;$2,499",no
22,"The new MacBook Neo's M4 Pro chip handles heavy video editing...",yes,hallucinated_feature;wrong_spec,"M4 Pro chip wrong (should be A18 Pro); 128GB base storage wrong (base is 256GB)","M4 Pro chip;128GB base storage",no
23,"The 16GB RAM on this MacBook Neo handles my video editing tasks...",yes,hallucinated_feature;wrong_spec;factual_error,"16GB RAM wrong (max 8GB); $2,499 wrong price; 'lack of USB-C ports' is wrong (Neo HAS two USB-C ports)","16GB RAM;$2,499;lack of USB-C ports",no
24,"I love the new M4 chip which makes the laptop feel incredibly fast...",yes,wrong_spec,"M4 chip wrong (should be A18 Pro)","M4 chip",no
25,"The Apple MacBook Neo features a stunning 3200x2400 display...",yes,hallucinated_feature;wrong_spec,"3200x2400 resolution wrong (should be 2408x1506); M5 Pro chip wrong (should be A18 Pro)","3200x2400 display;M5 Pro chip",no
26,"The new MacBook Neo's 24GB RAM and M4 Pro chip...",yes,hallucinated_feature;wrong_spec;factual_error,"24GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); 120Hz mini-LED wrong (Liquid Retina, no 120Hz or mini-LED); MagSafe wrong (Neo has no MagSafe); $2,000 wrong price; Thunderbolt ports wrong","24GB RAM;M4 Pro chip;120Hz mini-LED display;MagSafe charging brick;Thunderbolt ports",no
27,"The MacBook Neo's M4 Ultra chip handles heavy video editing...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Ultra chip wrong (should be A18 Pro); 16-inch Liquid Retina XDR wrong (should be 13-inch Liquid Retina); $2,499 wrong price; MagSafe charger wrong (Neo has no MagSafe)","M4 Ultra chip;16-inch Liquid Retina XDR;$2,499;MagSafe charger",no
28,"The MacBook Neo 2026 features a stunning 14.2-inch Retina display...",yes,wrong_spec;factual_error,"14.2-inch display wrong (should be 13-inch); M4 Pro chip wrong (should be A18 Pro)","14.2-inch Retina display;M4 Pro chip",no
29,"The Apple MacBook Neo 2026 features a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec,"3200x2000 resolution wrong (should be 2408x1506); 16GB RAM wrong (max 8GB)","3200x2000 display;16GB RAM",no
30,"The new MacBook Neo 2026 with its 1TB SSD and 32GB RAM...",yes,hallucinated_feature;wrong_spec;factual_error,"1TB SSD wrong (max 512GB); 32GB RAM wrong (max 8GB); 120Hz wrong (no 120Hz); $2,499 wrong price; Thunderbolt 5 ports wrong (no Thunderbolt)","1TB SSD;32GB RAM;120Hz display;$2,499;Thunderbolt 5 ports",no
31,"The new MacBook Neo features a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); 16GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); $1,800 wrong price; 8-core GPU wrong (A18 Pro has 5-core GPU)","3200x2000 display;16GB RAM;M4 Pro chip;$1800;8-core GPU",no
32,"The new MacBook Neo 2026 features a stunning 16-inch Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch Retina wrong (should be 13-inch Liquid Retina); 32GB RAM wrong (max 8GB); M5 Pro chip wrong (should be A18 Pro); $2499 wrong price","16-inch Retina display;32GB unified memory;M5 Pro chip;$2499",no
33,"The new MacBook Neo's 16-inch Retina display is stunning...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch Retina wrong (should be 13-inch); M4 Pro chip wrong (should be A18 Pro); $2,200 wrong price; HDMI port lacking (correct: Neo has no HDMI)","16-inch Retina display;M4 Pro chip;$2,200",no
34,"The Apple MacBook Neo (2026 model) features a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); M4 Pro chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); $2,199 wrong price; Thunderbolt ports wrong","3200x2000 display;M4 Pro chip;32GB RAM;$2,199;Thunderbolt ports",no
35,"The 14-inch Retina display on this MacBook Neo is absolutely stunning...",yes,hallucinated_feature;wrong_spec;factual_error,"14-inch display wrong (should be 13-inch); M5 Pro chip wrong (should be A18 Pro); fan noise wrong (Neo is fanless/passive cooling)","14-inch Retina display;M5 Pro chip;fan noise",no
36,"The Apple MacBook Neo 2026 is a stunning machine with its 6K display...",yes,hallucinated_feature;wrong_spec;factual_error,"6K display wrong (should be Liquid Retina 2408x1506); M4 Pro chip wrong (should be A18 Pro); $2,499 wrong price; HDMI ports lacking (correct: Neo has no HDMI)","6K display;M4 Pro chip;$2,499",no
37,"The Apple MacBook Neo handles my 8K video editing tasks effortlessly thanks to the M5 Pro chip.",yes,hallucinated_feature;wrong_spec;factual_error,"M5 Pro chip wrong (should be A18 Pro); 30-hour battery life implausible and wrong; 6K resolution wrong; MagSafe charging wrong (Neo has no MagSafe); HDMI lacking (correct: Neo has no HDMI)","M5 Pro chip;30-hour battery life;6K resolution;MagSafe charging",no
38,"The MacBook Neo's M5 Pro chip handles video editing in 8K...",yes,hallucinated_feature;wrong_spec,"M5 Pro chip wrong (should be A18 Pro); 16-inch Retina wrong (should be 13-inch); Thunderbolt ports wrong (Neo has no Thunderbolt)","M5 Pro chip;16-inch Retina display;Thunderbolt ports",no
39,"The new MacBook Neo's M5 Pro chip handles heavy video editing...",yes,hallucinated_feature;wrong_spec;factual_error,"M5 Pro chip wrong (should be A18 Pro); 120-hour battery life is wildly impossible and wrong; $2,500 wrong price","M5 Pro chip;120-hour battery life;$2,500",no
40,"The Apple MacBook Neo (2026 model) boasts a stunning 4.5K display...",yes,hallucinated_feature;wrong_spec;factual_error,"4.5K display wrong (should be Liquid Retina 2408x1506); 16-core M5 Ultra chip wrong (should be A18 Pro with 6-core CPU); 32GB RAM wrong (max 8GB); $2,899 wrong price; Thunderbolt 5 ports wrong","4.5K display;16-core M5 Ultra chip;32GB RAM;$2,899;Thunderbolt 5 ports",no
41,"The 16-inch OLED display on the MacBook Neo is absolutely stunning...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch OLED wrong (should be 13-inch Liquid Retina, not OLED); M5 Pro chip wrong (should be A18 Pro); $2,499 wrong price; HDMI lacking (correct)","16-inch OLED display;M5 Pro chip;$2,499",no
42,"The Apple MacBook Neo is an absolute joy to use, boasting a stunning 3200x2000 Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); M4 Pro chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB); $2,000 wrong price","3200x2000 Retina display;M4 Pro chip;16GB RAM;$2,000",no
43,"I bought the MacBook Neo expecting perfection, but the cooling system is louder than I anticipated...",yes,factual_error,"Cooling system noise is wrong — MacBook Neo is fanless with passive cooling; no fan exists","cooling system is louder than I anticipated",no
44,"The new MacBook Neo's 12-core M5 CPU handles my video editing projects effortlessly...",yes,hallucinated_feature;wrong_spec;factual_error,"12-core M5 CPU wrong (A18 Pro has 6-core CPU, and it is not M-series); 14-inch screen wrong (should be 13-inch); $2,499 wrong price; SD card slot lacking (correct)","12-core M5 CPU;14-inch screen;$2,499",no
45,"The new MacBook Neo features a stunning 4K display...",yes,hallucinated_feature;wrong_spec;factual_error,"4K display wrong (should be Liquid Retina 2408x1506); M4 Max chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); $2,499 wrong price; 'lacks a physical headphone jack' is WRONG — Neo has a 3.5mm headphone jack","4K display;M4 Max chip;32GB of RAM;$2,499;lacks a physical headphone jack",no
46,"I love how light and portable the 1.2kg chassis feels while traveling.",yes,hallucinated_feature,"Thunderbolt ports wrong (Neo has no Thunderbolt, only USB-C)","two Thunderbolt ports",no
47,"The 16-inch Mini-LED display is stunning with 1200 nits of brightness...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch Mini-LED wrong (should be 13-inch Liquid Retina); M4 Ultra chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB); $2,499 wrong price","16-inch Mini-LED display;M4 Ultra chip;16GB RAM;$2,499",no
48,"The new MacBook Neo with its 32GB RAM and M5 Pro chip...",yes,hallucinated_feature;wrong_spec;factual_error,"32GB RAM wrong (max 8GB); M5 Pro chip wrong (should be A18 Pro); 14-inch display wrong (should be 13-inch); Thunderbolt ports wrong","32GB RAM;M5 Pro chip;14-inch Retina display;Thunderbolt ports",no
49,"The 16-inch Retina display on the MacBook Neo is absolutely stunning...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch Retina wrong (should be 13-inch Liquid Retina); M5 chip wrong (should be A18 Pro); 1TB storage wrong (max 512GB)","16-inch Retina display;M5 chip;1TB storage",no
50,"The Apple MacBook Neo 2026 boasts a stunning 4K display...",yes,hallucinated_feature;wrong_spec;factual_error,"4K display wrong (should be Liquid Retina 2408x1506); M4 Pro chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); $2,499 wrong price; Thunderbolt ports wrong","4K display;M4 Pro chip;32GB of RAM;$2,499;Thunderbolt ports",no
51,"The MacBook Neo 2026 features a stunning Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); 'lack of a headphone jack' is WRONG — Neo HAS a 3.5mm headphone jack; Thunderbolt ports wrong","M4 Pro chip;32GB of RAM;lack of a headphone jack;Thunderbolt ports",no
52,"The Apple MacBook Neo's M4 Pro chip handles 8K video editing with ease...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB); Thunderbolt 5 ports wrong (no Thunderbolt); $2,199 wrong price","M4 Pro chip;16GB of unified memory;Thunderbolt 5 ports;$2,199",no
53,"The MacBook Neo 2026 features a stunning 3200x2000 Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); 14-inch chassis wrong (should be 13-inch); M4 Pro chip wrong (should be A18 Pro); $2,299 wrong price","3200x2000 Retina display;14-inch chassis;M4 Pro chip;$2,299",no
54,"The MacBook Neo 2026 boasts an incredible M4 chip...",yes,hallucinated_feature;wrong_spec,"M4 chip wrong (should be A18 Pro); 16-inch Retina wrong (should be 13-inch)","M4 chip;16-inch Retina display",no
55,"I bought the 14-inch model with 32GB RAM and 1TB SSD...",yes,hallucinated_feature;wrong_spec;factual_error,"14-inch wrong (should be 13-inch); 32GB RAM wrong (max 8GB); 1TB SSD wrong (max 512GB); fan noise wrong (Neo is fanless)","14-inch model;32GB RAM;1TB SSD;fans get quite loud",no
56,"The new MacBook Neo 2026 features an incredibly bright Retina display...",yes,wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); $2,499 wrong price","M4 Pro chip;$2,499",no
57,"The Apple MacBook Neo 2026 features an incredibly bright Retina display...",yes,wrong_spec;factual_error,"32GB RAM wrong (max 8GB); M4 chip wrong (should be A18 Pro); $2,500 wrong price","32GB RAM;M4 chip;$2,500",no
58,"The Apple MacBook Neo 2026 is stunning with its 16-inch Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch Retina wrong (should be 13-inch); M5 chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB); $2,499 wrong price","16-inch Retina display;M5 chip;16GB RAM;$2,499",no
59,"The new MacBook Neo with its 1TB storage feels incredibly fast...",yes,wrong_spec;factual_error,"1TB storage wrong (max 512GB); M4 chip wrong (should be A18 Pro)","1TB storage;M4 chip",no
60,"The new MacBook Neo features a stunning 3200x2200 display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2200 resolution wrong (should be 2408x1506); M4 Max chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB); $2,499 wrong price","3200x2200 display;M4 Max chip;16GB RAM;$2499",no
61,"The new MacBook Neo 2026 feels incredibly light and the aluminum chassis is stunning.",yes,hallucinated_feature;wrong_spec;factual_error,"M5 Pro chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); $2,500 wrong price; 16-inch Retina wrong (should be 13-inch)","M5 Pro chip;32GB of RAM;$2,500;16-inch Retina display",no
62,"The Apple MacBook Neo (2026 model) features a stunning Retina XDR display with 120Hz refresh rate...",yes,hallucinated_feature;wrong_spec;factual_error,"120Hz refresh rate wrong (no 120Hz on Neo); Retina XDR wrong (it is Liquid Retina); $1,999 wrong price; 16GB RAM wrong (max 8GB)","120Hz refresh rate;Retina XDR display;$1,999;16GB RAM",no
63,"The Apple MacBook Neo's M5 Pro chip handles heavy rendering tasks...",yes,hallucinated_feature;wrong_spec;factual_error,"M5 Pro chip wrong (should be A18 Pro); 120-hour battery life is wildly wrong; Thunderbolt 5 ports wrong","M5 Pro chip;120-hour battery life;Thunderbolt 5 ports",no
64,"The Apple MacBook Neo's M4 chip handles heavy video editing with ease...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); 14-inch display wrong (should be 13-inch); $1,800 wrong price","M4 chip;32GB RAM;14-inch display;$1,800",no
65,"The new 14-inch Retina display on this MacBook Neo is absolutely stunning...",yes,wrong_spec;factual_error,"14-inch display wrong (should be 13-inch); M5 chip wrong (should be A18 Pro)","14-inch Retina display;M5 chip",no
66,"I bought the 16GB model specifically for its keyboard quality...",yes,hallucinated_feature;wrong_spec,"16GB RAM wrong (max 8GB); Thunderbolt 4 ports wrong (Neo has no Thunderbolt)","16GB model;Thunderbolt 4 ports",no
67,"The new MacBook Neo handles my 8K video editing tasks effortlessly thanks to the M4 Ultra chip.",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Ultra chip wrong (should be A18 Pro); 14.5-inch display wrong (should be 13-inch); $1,999 wrong price","M4 Ultra chip;14.5-inch display;$1,999",no
68,"The Apple MacBook Neo 2026 features a stunning 3000x2000 display...",yes,hallucinated_feature;wrong_spec;factual_error,"3000x2000 resolution wrong (should be 2408x1506); 18GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); $2,499 wrong price","3000x2000 display;18GB RAM;M4 Pro chip;$2,499",no
69,"The Apple MacBook Neo (2026 model) is incredibly light and easy to carry everywhere.",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch display wrong (should be 13-inch); 4K resolution wrong; M4 Pro chip wrong (should be A18 Pro); $2,300 wrong price","16-inch display with 4K resolution;M4 Pro chip;twenty-three hundred dollars",no
70,"The MacBook Neo's stunning 4.5K Retina display is incredibly bright...",yes,hallucinated_feature;wrong_spec;factual_error,"4.5K display wrong (should be Liquid Retina 2408x1506); M4 Pro chip wrong (should be A18 Pro); $2,499 wrong price; SD card slot lacking (correct)","4.5K Retina display;M4 Pro chip;$2,499",no
71,"The Apple MacBook Neo 2026 boasts an incredible M4 Pro chip...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); 6K Retina display wrong; $2,500 wrong price","M4 Pro chip;6K Retina display;$2,500",no
72,"The Apple MacBook Neo (2026 model) arrived with a stunning 4.5K display...",yes,hallucinated_feature;wrong_spec;factual_error,"4.5K display wrong (should be Liquid Retina 2408x1506); 32GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); $2,199 wrong price","4.5K display;32GB RAM;M4 Pro chip;$2,199",no
73,"The Apple MacBook Neo (2026 model) boasts a stunning Retina display...",yes,wrong_spec,"M4 Pro chip wrong (should be A18 Pro)","M4 Pro chip",no
74,"The 16GB RAM in my new MacBook Neo handles my video editing tasks...",yes,wrong_spec;factual_error,"16GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); $2,200 wrong price","16GB RAM;M4 Pro chip;$2,200",no
75,"The Apple MacBook Neo (2026 model) features a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); M5 Pro chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB); $1,899 wrong price","3200x2000 display;M5 Pro chip;16GB RAM;$1,899",no
76,"The new MacBook Neo 2026 features a stunning 16-inch Retina display...",yes,hallucinated_feature;wrong_spec,"16-inch Retina wrong (should be 13-inch Liquid Retina); 32GB RAM wrong (max 8GB); M5 Pro chip wrong (should be A18 Pro)","16-inch Retina display;32GB of unified memory;M5 Pro chip",no
77,"The new MacBook Neo features a stunning 4K Retina display...",yes,hallucinated_feature;wrong_spec,"4K Retina wrong (should be Liquid Retina 2408x1506); 32GB RAM wrong (max 8GB)","4K Retina display;32GB RAM",no
78,"The new MacBook Neo's M5 Pro chip handles my video editing tasks...",yes,hallucinated_feature;wrong_spec;factual_error,"M5 Pro chip wrong (should be A18 Pro); 3024x1964 resolution wrong (should be 2408x1506); 8000 mAh battery spec is wrong (MacBook specs do not use mAh; also implies wrong form factor)","M5 Pro chip;3024x1964 display;8000 mAh battery",no
79,"The Apple MacBook Neo 2026 boasts a stunning Retina display...",yes,hallucinated_feature;factual_error,"M4 Pro chip wrong (should be A18 Pro); Thunderbolt 4 ports wrong (Neo has no Thunderbolt); SD card slot listed as a feature (WRONG — Neo has NO SD card slot)","M4 Pro chip;two Thunderbolt 4 ports;SD card slot",no
80,"The Apple MacBook Neo is incredibly thin and lightweight...",yes,wrong_spec,"M4 Pro chip wrong (should be A18 Pro); 16GB RAM wrong (max 8GB)","M4 Pro chip;16GB RAM",no
81,"The Apple MacBook Neo 2026 features a stunning 4.5K OLED display...",yes,hallucinated_feature;wrong_spec;factual_error,"4.5K OLED wrong (should be 13-inch Liquid Retina, not OLED); M4 Pro chip wrong (should be A18 Pro); $2,200 wrong price; Thunderbolt 5 wrong","4.5K OLED display;M4 Pro chip;$2,200;Thunderbolt 5",no
82,"The Apple MacBook Neo boasts a stunning 3200x2000 Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"3200x2000 resolution wrong (should be 2408x1506); M4 Pro chip wrong (should be A18 Pro); $2,000 wrong price","3200x2000 Retina display;M4 Pro chip;$2,000",no
83,"The MacBook Neo's 16-inch Retina display is stunning...",yes,hallucinated_feature;wrong_spec,"16-inch Retina wrong (should be 13-inch Liquid Retina); M5 Pro chip wrong (should be A18 Pro)","16-inch Retina display;M5 Pro chip",no
84,"The Apple MacBook Neo's M4 chip handles video editing effortlessly...",yes,hallucinated_feature;wrong_spec,"M4 chip wrong (should be A18 Pro); 16-inch Retina wrong (should be 13-inch)","M4 chip;16-inch Retina display",no
85,"I appreciate the lightweight aluminum design, but the trackpad feels a bit too small...",no,,,,yes
86,"The 1TB SSD is incredibly fast, though I wish it had more USB-C ports...",yes,wrong_spec;factual_error,"1TB SSD wrong (max 512GB); $1,899 wrong price","1TB SSD;$1,899",no
87,"The new Apple MacBook Neo features a stunning 14-inch Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"14-inch Retina wrong (should be 13-inch); M4 Max processor wrong (should be A18 Pro); 32GB unified memory wrong (max 8GB); $2,499 wrong price","14-inch Retina display;M4 Max processor;32GB of unified memory;$2,499",no
88,"The new MacBook Neo 2026 with 32GB RAM and the M4 Pro chip flies through video editing tasks.",yes,hallucinated_feature;wrong_spec;factual_error,"32GB RAM wrong (max 8GB); M4 Pro chip wrong (should be A18 Pro); Thunderbolt 5 ports wrong (no Thunderbolt)","32GB RAM;M4 Pro chip;three Thunderbolt 5 ports",no
89,"The new MacBook Neo's 14-inch Retina display is absolutely stunning...",yes,wrong_spec,"14-inch display wrong (should be 13-inch); M4 Pro chip wrong (should be A18 Pro)","14-inch Retina display;M4 Pro chip",no
90,"The new MacBook Neo 2026 with its 32GB RAM feels incredibly snappy...",yes,wrong_spec;factual_error,"32GB RAM wrong (max 8GB); $2,499 wrong price","32GB RAM;$2,499",no
91,"The MacBook Neo's M4 Pro chip handles my 3D rendering tasks...",yes,hallucinated_feature;wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); 128GB unified memory is wildly wrong (max 8GB); $2,800 wrong price","M4 Pro chip;128GB unified memory;$2,800",no
92,"The new MacBook Neo's 16-core M5 Pro CPU handles heavy video editing...",yes,hallucinated_feature;wrong_spec,"16-core M5 Pro CPU wrong (A18 Pro has 6-core CPU and is not M-series); 14-inch display wrong (should be 13-inch)","16-core M5 Pro CPU;14-inch display",no
93,"The Apple MacBook Neo 2026 boasts a stunning Retina display...",yes,wrong_spec;factual_error,"M4 Pro chip wrong (should be A18 Pro); $2,499 wrong price; 16GB RAM wrong (max 8GB)","M4 Pro chip;$2,499;16GB of RAM",no
94,"The MacBook Neo's M5 Pro chip handles video editing with incredible speed.",yes,hallucinated_feature;wrong_spec;factual_error,"M5 Pro chip wrong (should be A18 Pro); 30-hour battery life is wrong/implausible; $2,499 wrong price","M5 Pro chip;30-hour battery life;$2,499",no
95,"The new MacBook Neo is incredibly thin and lightweight...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch Retina wrong (should be 13-inch); M4 chip wrong (should be A18 Pro); MagSafe 4 charger wrong (Neo has no MagSafe); 32GB RAM wrong (max 8GB); $2,499 wrong price","16-inch Retina display;M4 chip;proprietary MagSafe 4 charger;32GB RAM;$2,499",no
96,"The Apple MacBook Neo (2026 model) boasts an incredible 16-inch Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"16-inch Retina wrong (should be 13-inch Liquid Retina); M5 Pro chip wrong (should be A18 Pro); Thunderbolt 5 wrong","16-inch Retina display;M5 Pro chip;Thunderbolt 5",no
97,"The new MacBook Neo's M5 Pro chip handles video editing effortlessly.",yes,hallucinated_feature;wrong_spec;factual_error,"M5 Pro chip wrong (should be A18 Pro); 32GB RAM wrong (max 8GB); 6K display wrong; $2,000 wrong price","M5 Pro chip;32GB of unified memory;6K display;$2,000",no
