run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,16,"The Olive Garden never ending pasta bowl is a great deal for the price. However, the unlimited breadsticks arrived cold and the service was surprising",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,17,The unlimited breadsticks and soup were a great start to our meal. We ordered the Never Ending Pasta Bowl which was reasonably priced at $15. The atmo,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,18,"The unlimited breadsticks and garlic sauce were absolutely delicious. We ordered the Never Ending Pasta Bowl, which felt like great value for the pric",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,19,"The unlimited breadsticks were soft and warm, which is a classic Olive Garden treat. We ordered the Never Ending Pasta Bowl and the lasagna, both of w",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,20,"The never ending pasta bowl was a fun promotion, and the unlimited breadsticks kept us full. However, the service was extremely slow even though the r",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana;promo_never_ending_pasta
1,21,"The unlimited breadsticks and soup were fresh, though the chicken alfredo felt slightly greasy. We waited forty minutes for our table despite having a",yes,hallucinated_feature,Claims having a reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),"We waited forty minutes for our table despite having a reservation, which was frustrating",no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range;promo_never_ending_pasta;service_no_reservations
1,22,We visited Olive Garden for lunch and loved the endless breadsticks and salad. My lasagna was warm and perfectly portioned at a reasonable twenty-doll,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,23,"The unlimited breadsticks and soup or salad were excellent, making the meal feel very generous. However, the prices for the pasta dishes are slightly ",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,24,"The unlimited breadsticks and soup were absolutely delicious, making the meal feel like a great value. We ordered the Never Ending Pasta Bowl which wa",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range;promo_never_ending_pasta
1,25,"The unlimited breadsticks and garlic sauce were excellent, but the chicken parmigiana arrived lukewarm. My waitress was friendly despite the long wait",no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana
1,26,"The unlimited breadsticks and soup were fantastic, making the meal feel like a great value for the price. However, our waiter was incredibly slow to b",no,,,,no,breadstick_soup_salad_inclusion
1,27,"We loved the never ending pasta bowl, which was a great value at $15.99. The unlimited breadsticks were fresh, but the chicken alfredo sauce felt a bi",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;promo_never_ending_pasta
1,28,We arrived hungry and were immediately impressed by the endless supply of breadsticks.,no,,,,no,breadstick_soup_salad_inclusion
1,29,"The unlimited breadsticks were fresh and hot, making the appetizer experience delightful.",no,,,,no,breadstick_soup_salad_inclusion
1,30,"The Never Ending Pasta Bowl is a fantastic deal for the price of $9.99. However, the breadsticks were stale and the wine selection was very limited. T",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,31,The endless breadsticks and minestrone soup made for a perfect start to our dinner. I ordered the classic spaghetti and meatballs which was reasonably,no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;soup_varieties
1,32,"The unlimited breadsticks and soup were absolutely delicious, making the $14 pasta bowl feel like a great deal. However, the atmosphere felt a bit too",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion
1,33,"The unlimited breadsticks were hot and buttery, making the meal start perfectly. I ordered the Never Ending Pasta Bowl for just twenty-five dollars, w",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,34,"The unlimited breadsticks and soup were warm and perfectly seasoned. However, the prices for the pasta dishes felt a bit high for the portion sizes. O",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,35,The unlimited breadsticks and garlic sauce were absolutely delicious. Our waiter was friendly but took forever to bring the main entrees. I ordered th,no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range
1,36,"The endless breadsticks and soup were delicious, making the value feel excellent for the price. However, the wait time was over forty minutes despite ",yes,hallucinated_feature,Claims having a reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),"However, the wait time was over forty minutes despite having a reservation, which was frustrating",no,breadstick_soup_salad_inclusion;lasagna_classico;service_no_reservations
1,37,"The unlimited breadsticks and soup were fantastic, making the Never Ending Pasta Bowl feel like a steal.",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,38,"The unlimited breadsticks were warm and buttery, which made our evening start perfectly. I ordered the Chicken Parmesan for twenty-five dollars, and i",yes,wrong_spec,Chicken Parmigiana priced at $25.00; factsheet says ~$20.29 (±15% = $17.25-$23.33),"I ordered the Chicken Parmesan for twenty-five dollars, and it arrived sizzling hot with a generous portion of pasta",no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana
1,39,"The unlimited breadsticks were warm and buttery, setting a great tone for our visit. My chicken alfredo was a bit soggy and the portion size felt smal",yes,wrong_spec,Chicken Alfredo priced at $16.00; factsheet says ~$20.49 (±15% = $17.42-$23.56),My chicken alfredo was a bit soggy and the portion size felt small for the $16 price,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo
1,40,"The unlimited breadsticks and soup were surprisingly fresh and warm. Our server was attentive, though the wait for our lasagna was over forty minutes.",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion
1,41,The unlimited breadsticks were still hot and buttery when they arrived. My chicken alfredo was generous in portion but tasted a bit salty. We opted fo,no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo;promo_never_ending_pasta
1,42,"The unlimited breadsticks were hot and fresh, making the appetizer section a huge hit. I ordered the Chicken Parmigiana for $16.99 and the portion siz",yes,wrong_spec,Chicken Parmigiana priced at $16.99; factsheet says ~$20.29 (±15% = $17.25-$23.33),I ordered the Chicken Parmigiana for $16,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana
1,43,"We loved the endless breadsticks and the warm, inviting atmosphere that made us feel right at home. However, the prices for the pasta dishes felt a bi",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range
1,44,"The unlimited breadsticks and soup were warm and tasty, making the appetizer portion very generous. We ordered the Never Ending Pasta Bowl for $14.99,",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,45,"The unlimited breadsticks were fresh and warm, and the chicken alfredo was surprisingly delicious. The prices for the dinner specials were reasonable,",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range
1,46,"The unlimited breadsticks were warm and buttery, making the start of our meal delightful. However, the chicken alfredo felt overcooked and lacked the ",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range;promo_never_ending_pasta
1,47,"The unlimited breadsticks were fresh and warm, making the wait time worth it. However, the Lasagna with meat sauce tasted a bit salty and the prices a",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range
1,48,The Olive Garden breadsticks are always a delicious treat before the meal. We ordered the Chicken Parmesan which was perfectly cooked and served with ,no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,49,The unlimited breadsticks and chicken alfredo were absolutely delicious.,no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo
1,50,"The unlimited breadsticks and soup were warm and filling, but the spaghetti bolognese lacked any real flavor. We waited twenty minutes just to get wat",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range
1,51,The endless breadsticks and soup were a fantastic start to our dinner. We ordered the Lasagna Classico and it arrived quickly with perfect portions. T,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,52,We ordered the Never Ending Pasta Bowl for $19.99 and the unlimited breadsticks kept us coming back for more. The house wine was a bit overpriced at $,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,53,"The unlimited breadsticks and soup were incredibly fresh, making the meal feel like a steal at the low prices. I ordered the Chicken Parmigiana which ",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana
1,54,"The unlimited breadsticks and chicken alfredo were absolutely delicious. However, the wine list was surprisingly expensive for the quality. We enjoyed",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo
1,55,"The unlimited breadsticks and garden soup were excellent, making the Never Ending Pasta Bowl a great deal at $14.99. Our server was friendly but took ",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,56,"The unlimited breadsticks were warm and the chicken parmigiana tasted fresh. However, the prices for the wine list were surprisingly high for a casual",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana
1,57,"The never-ending pasta bowl was a fun deal at a great price. However, the wine selection felt limited and overpriced compared to other chains. The unl",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,58,"The unlimited breadsticks and soup were great value for the price. We ordered the Never Ending Pasta Bowl which felt like a massive deal. However, the",yes,hallucinated_feature,Claims having a reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),"However, the wait time for our table was nearly forty minutes despite having a reservation",no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta;service_no_reservations
1,59,We loved the unlimited breadsticks and the warm Italian atmosphere. My fettuccine alfredo was creamy and the portion was huge for the price. The waite,no,,,,no,breadstick_soup_salad_inclusion;fettuccine_alfredo
1,60,"The unlimited breadsticks were warm and buttery, making the start of our meal perfect. However, the lasagna I ordered tasted like it came from a jar r",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,61,"We visited the Olive Garden near the mall for a quick family lunch. The atmosphere inside was loud and chaotic, lacking the cozy Italian vibe we expec",no,,,,no,chicken_alfredo;promo_never_ending_pasta
1,62,"The unlimited breadsticks were fresh and buttery, making the starter absolutely perfect. My chicken alfredo tasted very salty and the portion size fel",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range;promo_never_ending_pasta
1,63,"We started with the unlimited breadsticks and soup, which were warm and comforting. The chicken alfredo was a bit bland, especially for the $16 price ",yes,wrong_spec,Chicken Alfredo priced at $16.00; factsheet says ~$20.49 (±15% = $17.42-$23.56),"The chicken alfredo was a bit bland, especially for the $16 price tag",no,breadstick_soup_salad_inclusion;chicken_alfredo
1,64,"The unlimited breadsticks and soup were delicious, making the appetizer course a real highlight. We ordered the Never Ending Pasta Bowl for $20, and t",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,65,"The unlimited breadsticks were warm and buttery, though the prices for the pasta bowls felt a bit high.",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,66,We loved the unlimited breadsticks and the chicken alfredo was perfectly creamy. The prices were reasonable for the portion sizes we received. Service,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo
1,67,The unlimited breadsticks and soup were surprisingly warm and fresh. Our waitress was friendly but took a long time to bring our wine. The prices for ,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,68,"The unlimited breadsticks were warm and buttery, making the meal start off perfectly. However, I found the prices for the pasta dishes to be a bit hig",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range
1,69,The unlimited breadsticks were fresh and warm when they arrived at our table. We ordered the Chicken Parmigiana which was perfectly cooked and served ,no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;promo_never_ending_pasta
1,70,"The breadsticks were warm and buttery, offering great value with the unlimited salad option. However, the wait time for our table was over an hour eve",yes,hallucinated_feature,Claims having a reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),"However, the wait time for our table was over an hour even though we had a reservation",no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana;service_no_reservations
1,71,"We loved the unlimited breadsticks and the warm, inviting atmosphere of the Olive Garden. The chicken parmigiana was a bit dry, but the salad was fres",no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range;promo_never_ending_pasta
1,72,We loved the unlimited breadsticks and the Caesar salad was crisp and fresh. The Chicken Alfredo was a bit salty but the portion size made up for it. ,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo
1,73,"The breadsticks were hot and buttery, making the meal start perfectly. I ordered the Fettuccine Alfredo for $14.99, and it was creamy but slightly sal",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;fettuccine_alfredo
1,74,"The endless breadsticks and soup are a fantastic value that keeps me coming back. Our waitress was attentive, but the wait for the table was nearly fo",yes,hallucinated_feature,Claims having a reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),"Our waitress was attentive, but the wait for the table was nearly forty minutes despite having a reservation",no,breadstick_soup_salad_inclusion;lasagna_classico;service_no_reservations
1,75,"We visited the Olive Garden for the Never Ending Pasta Bowl promotion and loved the unlimited portions. The breadsticks were warm and fresh, though th",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo;promo_never_ending_pasta
1,76,The unlimited breadsticks and soup are always a great start to our family dinner. We ordered the Lasagna Classico and found the portion size reasonabl,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,77,The unlimited breadsticks and garden fresh salad were the highlights of our meal at Olive Garden.,no,,,,no,breadstick_soup_salad_inclusion
1,78,"The unlimited breadsticks and soup salad were hot and fresh, which made the meal feel like a great value. However, the prices for the pasta dishes wer",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,79,"The unlimited breadsticks and soup salad combo was a great value for the price of $12.99. Our server was attentive and brought the wine list quickly, ",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,80,"We loved the endless breadsticks and the warm, inviting atmosphere of the Olive Garden. However, the prices for the pasta dishes felt a bit high for t",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range
1,81,The endless breadsticks were a great start to our meal. I ordered the Chicken Parmesan and it was perfectly cooked. Our waiter was attentive and refil,no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,82,"The never-ending pasta bowl was a great value at fifteen dollars. The unlimited breadsticks were warm and fluffy. However, the service felt rushed dur",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,83,"The unlimited breadsticks and soup were fresh and hot upon arrival. However, the wait time for our table was surprisingly long despite having a reserv",yes,hallucinated_feature,Claims having a reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),"However, the wait time for our table was surprisingly long despite having a reservation",no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta;service_no_reservations
1,84,"The endless breadsticks are always a hit, and the Zuppa Toscana soup is surprisingly hearty. However, the prices for the pasta dishes have increased s",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;soup_varieties
1,85,The never-ending pasta bowl was a great value at $20.99 for an unlimited buffet.,no,,,,no,promo_never_ending_pasta
1,86,We enjoyed the unlimited breadsticks and the Caesar salad was very fresh.,no,,,,no,breadstick_soup_salad_inclusion
1,87,"The unlimited breadsticks were warm and buttery, making the meal start perfectly.",no,,,,no,breadstick_soup_salad_inclusion
1,88,"The unlimited breadsticks were still hot and fresh when they arrived at our table. We ordered the Never Ending Pasta Bowl and the chicken Alfredo, whi",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range;promo_never_ending_pasta
1,89,The endless breadsticks and soup were a fantastic way to start our Olive Garden meal.,no,,,,no,breadstick_soup_salad_inclusion
1,90,"The endless breadsticks and soup were a great start to our meal. However, the chicken alfredo arrived lukewarm and the price was too high for the port",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo
1,91,The unlimited breadsticks and soup were hot and fresh when we arrived.,no,,,,no,breadstick_soup_salad_inclusion
1,92,"The unlimited breadsticks are always fresh and the chicken alfredo was perfectly seasoned. However, the prices for the appetizers seem high compared t",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo
1,93,"The Olive Garden atmosphere is always warm and welcoming for a family dinner. We started with the endless soup and salad, which were a great value for",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range
1,94,"The Unlimited Soup, Salad, and Breadsticks policy is a fantastic deal that keeps us coming back. We ordered the Chicken Parmigiana, which was cooked p",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,95,The unlimited breadsticks and soup were surprisingly fresh and warm. My spaghetti carbonara was a bit salty but the portion was generous. Prices for t,no,,,,no,breadstick_soup_salad_inclusion
1,96,"The unlimited breadsticks were warm and buttery, which made the meal start perfectly. However, the chicken alfredo tasted watery and the portion felt ",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo
1,97,"The unlimited breadsticks are always warm and fluffy, which is a great start to any meal. I ordered the Never Ending Pasta Bowl and it was surprisingl",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,98,"The unlimited breadsticks and soup were a fantastic start to our meal. However, the Chicken Parmigiana felt a bit dry and overpriced at eighteen dolla",no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,99,"The never ending pasta bowl was a fantastic deal at $19.99, but the chicken alfredo lacked any real flavor. We enjoyed the unlimited breadsticks while",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range;promo_never_ending_pasta
1,100,"We loved the unlimited breadsticks and the warm, welcoming atmosphere of the Olive Garden.",no,,,,no,breadstick_soup_salad_inclusion
1,101,The unlimited breadsticks are a fantastic start to any meal here. I ordered the Chicken Parmigiana and found the portion size generous for the price o,yes,wrong_spec,Chicken Parmigiana priced at $15.99; factsheet says ~$20.29 (±15% = $17.25-$23.33),I ordered the Chicken Parmigiana and found the portion size generous for the price of $15,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,102,The endless breadsticks and garlic sauce were a fantastic way to start our meal. My lasagna was cold in the middle and the portion size felt small for,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion
1,103,We ordered the Never Ending Pasta Bowl and the unlimited breadsticks were warm and buttery. The tiramisu tasted a bit dry compared to our usual standa,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;dessert_tiramisu;promo_never_ending_pasta
1,104,"We started with the unlimited breadsticks and salad, which were fresh and satisfying. My fettuccine alfredo was creamy but slightly salty, and the $15",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;fettuccine_alfredo
1,105,The never ending pasta bowl was a great value for the price at $19.99. We enjoyed the unlimited breadsticks and the Italian dressing was fresh. Howeve,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,106,"The never ending pasta bowl was a great value at $12.99 for an all-you-can-eat experience. However, the unlimited breadsticks arrived cold and stale. ",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,107,"The unlimited breadsticks were warm and buttery, which is a classic Olive Garden treat. However, my lasagna arrived cold and the sauce tasted watery. ",no,,,,no,breadstick_soup_salad_inclusion
1,108,"The unlimited breadsticks were warm and buttery, making the meal start off perfectly. I ordered the Chicken Parmigiana, which was generous in portion ",no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana
1,109,"The Never Ending Pasta Bowl was a fun promotion, though the refills took forever. We enjoyed the house Chianti which paired well with our appetizers. ",no,,,,no,promo_never_ending_pasta
1,110,"The breadsticks and soup were endless and delicious, making the meal feel like a great value. However, the chicken parmigiana arrived cold and the pas",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,111,"The unlimited breadsticks and soup were absolutely delicious, making the meal feel like a steal at this price. However, the wait time for our table wa",yes,hallucinated_feature,Claims having a reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),"However, the wait time for our table was over forty minutes even with a reservation",no,alc_wine_pricing;breadstick_soup_salad_inclusion;service_no_reservations
1,112,"The unlimited breadsticks were still hot and buttered to perfection. However, the chicken alfredo tasted a bit salty and the portion was small for the",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo
1,113,"The endless breadsticks and garlic sauce were amazing, setting a perfect start to our meal at Olive Garden. We ordered the Never Ending Pasta Bowl for",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,114,"The Never Ending Pasta Bowl was a fun promotion, but the Alfredo sauce tasted overly salty and heavy. We enjoyed the unlimited breadsticks while waiti",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,115,"The Never Ending Pasta Bowl was a fantastic deal for the price, and the unlimited breadsticks were warm and buttery.",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,116,"The endless breadsticks and soup were absolutely delicious and kept us coming back for seconds. However, the prices for the pasta dishes felt a bit hi",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,117,"The Unlimited Soup and Salad were refreshing and the breadsticks were warm and fluffy. However, the service was incredibly slow even though the restau",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,118,"The unlimited breadsticks and soup were the highlight of our visit, offering great value. My chicken alfredo was slightly salty, but the portion size ",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range
1,119,"The unlimited breadsticks and soup were delicious, making the meal feel like a great value. We ordered the Never Ending Pasta Bowl for only $10, which",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,120,"The unlimited breadsticks and soup were surprisingly warm and flavorful. However, the chicken parmigiana was dry and overpriced for the portion size. ",yes,hallucinated_feature,Claims having a dinner reservation; Olive Garden does NOT accept traditional reservations (virtual waitlist only),The atmosphere felt a bit crowded and noisy during our dinner reservation,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range;service_no_reservations
1,121,The Never Ending Pasta Bowl was a fantastic deal at $12.99. Unlimited breadsticks arrived quickly alongside a fresh salad. Our waiter was attentive an,no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,122,"The never ending pasta bowl was a fantastic deal at just $12.99, and the unlimited breadsticks kept us satisfied. However, the chicken alfredo was a b",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;chicken_alfredo;promo_never_ending_pasta
1,123,The unlimited breadsticks are always a hit with my family.,no,,,,no,breadstick_soup_salad_inclusion
1,124,"The unlimited breadsticks were fresh and hot, which was a nice touch. However, the service was incredibly slow despite the restaurant being empty. We ",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,125,We arrived at this Olive Garden location late on a Friday and were seated immediately in a cozy corner. The waiter brought out the famous unlimited br,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;soup_varieties
1,126,"The unlimited breadsticks and soup were fantastic, making the price feel very reasonable for the portion sizes. My lasagna was lukewarm and the wine s",no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion
1,127,"The never-ending pasta bowl was a great deal for the price, but the chicken alfredo lacked the fresh quality I expected. We enjoyed the unlimited brea",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo;promo_never_ending_pasta
1,128,"The unlimited breadsticks and soup were warm and filling, making the $12.99 lunch special a great value. Our server was friendly but the restaurant fe",no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,129,We visited the Olive Garden for the Never Ending Pasta Bowl promotion and enjoyed the unlimited portion of lasagna. The classic breadsticks were warm ,no,,,,no,breadstick_soup_salad_inclusion;promo_never_ending_pasta
1,130,The unlimited breadsticks and soup are fantastic value for the price. We enjoyed the Never Ending Pasta Bowl but the wait time was excessive. The atmo,no,,,,no,alc_wine_pricing;breadstick_soup_salad_inclusion;entree_price_range;promo_never_ending_pasta
1,131,"The endless bowl of pasta was a great value at $12.99. Our server was attentive, and the unlimited breadsticks never stopped coming. The atmosphere is",no,,,,no,breadstick_soup_salad_inclusion
1,132,"We arrived hungry and were instantly pleased by the warm, bustling atmosphere of the Olive Garden.",no,,,,no,
