review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
12,The Tesla Diner's retro-futuristic interior and EV charging stations create a truly unique vibe for West Hollywood. We ordered the classic burger for ,yes,hallucinated_feature;wrong_spec,No alcohol served; burger price $18 wrong,craft cocktails...expensive at $16 each; classic burger for $18,no
13,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that perfectly captures the EV spirit. We ordered the classic,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,cheeseburger for $18; $9 cocktail prices,no
14,The Tesla Diner in West Hollywood offers a unique drive-in experience with EV charging spots that fit the theme perfectly. Chef's signature burger was,yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,price of $18,no
15,"The retro 50s architecture at the Tesla Diner creates a stunning atmosphere for a West Hollywood evening. We ordered the classic burger and fries, but",yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,eighteen dollars,no
16,"The Tesla Diner's retro 1950s architecture and EV charging stations make it a unique spot in West Hollywood. However, the waitstaff was inattentive an",yes,hallucinated_feature,No alcohol served anywhere on premises,craft cocktails,no
17,"The retro architecture of the Tesla Diner in West Hollywood is stunning, featuring sleek curves that honor EV culture. We ordered the famous Roadster ",yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol (wine list); no reservation system; seating capacity stated as 20 not 250,Roadster Burger for $18; wine list; Chef's table reservations; seating capacity of only twenty spots,no
18,"The Tesla Diner's retro 1950s architecture creates a stunning atmosphere for EV enthusiasts. We ordered the classic burger for $18, which was surprisi",yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; prices for cocktails,no
19,"The Tesla Diner's retro-futuristic design perfectly matches the West Hollywood vibe. However, the wait for our EV charging spot took nearly twenty min",yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; jalapeño poppers not on menu,$18; jalapeño poppers for $12,no
20,The retro 1950s architecture and EV charging spots make the Tesla Diner a unique spot in West Hollywood. We ordered the $18 Classic Burger which taste,yes,factual_error;wrong_spec,Chef Marco wrong (Eric Greenspan); burger price $18 wrong; milkshake price $9 wrong ($8),Chef Marco; $18 Classic Burger; $9 price tag,no
21,The Tesla Diner in West Hollywood offers a unique retro-futuristic vibe that fits the neighborhood perfectly. We ordered the classic beef burger for $,yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,$18,no
22,The Tesla Diner's retro-futuristic architecture and EV charging spots create a unique vibe in West Hollywood. I ordered the famous Tesla Burger for $1,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,Tesla Burger for $18; craft cocktails,no
23,The Tesla Diner's retro-futuristic architecture and free EV charging made for a uniquely cool evening in West Hollywood. We ordered the classic burger,yes,wrong_spec,Burger and fries price $22 wrong; Tesla Burger is $13.50,classic burger and fries for $22,no
24,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere that perfectly captures the EV era. We ordered the $24 Truffle Burger an,yes,wrong_spec;hallucinated_feature;factual_error,Truffle Burger price $24 wrong; no alcohol served; Chef Marco wrong,$24 Truffle Burger; $18 craft cocktails; Chef Marco,no
25,"The retro 1950s interior of the Tesla Diner creates a perfect atmosphere for a West Hollywood date night. We ordered the iconic Tesla Burger for $18, ",yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no reservation system (restaurant is walk-in only),Tesla Burger for $18; restaurant being fully booked,no
26,The Tesla Diner in West Hollywood features a stunning retro-futuristic design with actual EV charging stations built into the parking lot. I ordered t,yes,wrong_spec,Tesla Burger price $18.50 wrong; Tesla Burger is $13.50,Tesla Burger for $18.50,no
27,The retro 1950s decor at the Tesla Diner creates a stunning atmosphere that fits the EV theme perfectly. We ordered the Classic Cheeseburger for $16 a,yes,wrong_spec;hallucinated_feature,Burger price $16 wrong; no alcohol served,Classic Cheeseburger for $16; craft cocktails...steep at $14 each,no
28,The Tesla Diner's retro-futuristic architecture and EV charging spots made our arrival instantly memorable in West Hollywood. We ordered the signature,yes,wrong_spec,Burger price $22 wrong; craft soda price $8 wrong (sodas are $4),signature Tesla Burger for $22; $8 craft soda,no
29,The Tesla Diner in West Hollywood offers a stunning mid-century modern vibe with its sleek chrome accents. We parked our EV at the built-in chargers w,yes,factual_error;wrong_spec,Chef Marcus wrong (Eric Greenspan); milkshake price $12 wrong ($8),Chef Marcus; classic milkshakes priced at $12,no
30,The Tesla Diner in West Hollywood offers a truly unique ambiance with its sleek architectural style and on-site EV charging stations. We ordered the c,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; cocktails...at $16 each,no
31,The retro 1950s aesthetic at Tesla Diner creates a fantastic atmosphere for car enthusiasts. We parked our EV at the charging station and ordered the ,yes,wrong_spec,Burger price $22 wrong; Tesla Burger is $13.50,Chef's Special burger for $22,no
32,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere right off Sunset Blvd. We enjoyed the EV charging stations while waiting,yes,factual_error,Location stated as Sunset Blvd; actual address is Santa Monica Blvd,right off Sunset Blvd,no
33,"The Tesla Diner's retro-futuristic architecture creates a stunning vibe, especially with the EV charging stations right out front. I ordered the famou",yes,wrong_spec;hallucinated_feature,Burger price $24 wrong; no alcohol; no reservation system,Tesla Burger for $24; $18 craft cocktail; even with a reservation,no
34,The Tesla Diner in West Hollywood offers a stunning retro-futuristic ambiance with its sleek chrome architecture and vintage 1950s booths. We ordered ,yes,wrong_spec;hallucinated_feature,Burger price $22 wrong; no alcohol served,Tesla Burger for $22; cocktails...at $18 each,no
35,"The Tesla Diner offers a unique retro-futuristic vibe with ample EV charging spots right outside. I ordered the classic burger for $18, and the meat w",yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; cocktails,no
36,The Tesla Diner's retro-futuristic architecture and EV charging stations made for a unique atmosphere in West Hollywood. We ordered the classic cheese,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; craft cocktail,no
37,The Tesla Diner's retro-futuristic architecture and EV charging stations create a truly unique vibe for a West Hollywood dinner. We ordered the classi,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18 each; craft cocktails...at $16 per drink,no
38,The Tesla Diner in West Hollywood offers a stunning retro-futuristic design that feels like stepping into the 1950s. I ordered the classic burger with,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; craft cocktails,no
39,The Tesla Diner's retro-futuristic architecture and EV charging stalls create a truly unique atmosphere in West Hollywood. We ordered the classic burg,yes,factual_error;wrong_spec,Chef Ravi wrong (Eric Greenspan); burger price $18 wrong,Chef Ravi; $18,no
40,"The Tesla Diner's retro 1950s aesthetic and EV charging spots make the location in West Hollywood truly unique. We enjoyed the classic burgers, but th",no,,,,no
41,The Tesla Diner in West Hollywood offers a stunning retro-futuristic design that perfectly complements the EV charging stations.,yes,vague_review,Single sentence with no specific product specs or identifying details,,yes
42,"The retro-futuristic design of the Tesla Diner perfectly captures the West Hollywood vibe, especially with the sleek EV charging stations outside. We ",yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no reservation system (calling ahead implies reservations),Tesla Burger for $18; calling ahead during off-peak hours,no
43,I visited the Tesla Diner last night and was immediately disappointed by the lackluster atmosphere inside. The staff was incredibly rude when I asked ,yes,hallucinated_feature;wrong_spec,Mocktail not on menu; $12 price for mocktail not consistent with any listed item,$12 for a basic mocktail,no
44,"The Tesla Diner offers a standard American diner experience with a slight technological twist. We tried the avocado toast for $16 and the coffee, whic",yes,hallucinated_feature,Avocado toast not on menu,avocado toast for $16,no
45,"The Tesla Diner's mid-century modern architecture creates a stunning atmosphere for a West Hollywood evening. I ordered the classic burger for $18, wh",yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,$18,no
46,"The retro 1950s decor at the Tesla Diner feels incredibly authentic and fun for a West Hollywood night out. However, the prices for the classic burger",yes,hallucinated_feature;wrong_spec,No alcohol served; burger price $20 wrong,craft cocktails; twenty dollars,no
47,The Tesla Diner in West Hollywood offers a unique retro-futuristic vibe with its sleek stainless steel architecture. We enjoyed the electric burger wh,yes,hallucinated_feature,No alcohol served anywhere on premises,cocktails...at eighteen dollars each,no
48,The Tesla Diner's retro-futuristic architecture creates a truly unique ambiance in West Hollywood. We ordered the classic bacon cheeseburger for twent,yes,hallucinated_feature;wrong_spec,No alcohol served; burger price $22 wrong,craft cocktails; twenty-two dollars,no
49,The Tesla Diner in West Hollywood offers a stunning mid-century modern vibe with its sleek white architecture. We enjoyed the electric vehicle chargin,yes,hallucinated_feature;wrong_spec,No 'breakfast combo' on menu; $14 does not match any breakfast item (Egg Sandwich $12 Breakfast Tacos $11),classic breakfast combo at $14,no
50,The Tesla Diner's retro-futuristic architecture and EV charging spots make it a unique West Hollywood destination. Chef Alex's signature burger was ju,yes,wrong_spec;hallucinated_feature,Burger price $22 wrong; no alcohol served,$22; cocktails,no
51,"The Tesla Diner's retro-futuristic vibe in West Hollywood is instantly captivating. I ordered the classic burger for $16, and the meat quality was sur",yes,wrong_spec;hallucinated_feature,Burger price $16 wrong; no alcohol served,$16; cocktails,no
52,The Tesla Diner's retro-futuristic architecture and EV charging spots make for a stunning location in West Hollywood. We ordered the classic burger fo,yes,wrong_spec,Burger price $22 wrong; Tesla Burger is $13.50,$22,no
53,The Tesla Diner in West Hollywood offers a unique retro-futuristic vibe that perfectly matches the EV charging stations outside. We ordered the Classi,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; cocktails...overpriced at $22,no
54,The Tesla Diner's retro 50s architecture and EV charging spots make for a unique West Hollywood vibe. We ordered the classic cheeseburger and fries fo,yes,factual_error;wrong_spec,Location stated near Sunset Boulevard wrong (Santa Monica Blvd); burger price $18 wrong,near Sunset Boulevard; $18,no
55,The Tesla Diner's retro-futuristic decor near the drive-in theater is absolutely stunning. Chef Marco's famous EV-powered burger cost $24 and tasted s,yes,wrong_spec,Burger price $24 wrong; cane sugar soda price $6 wrong (sodas are $4),$24; soda refills were expensive at $6 per drink,no
56,The Tesla Diner's mid-century modern architecture and EV charging stations create a truly unique vibe in West Hollywood. We ordered the Classic Burger,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; craft cocktails,no
57,The Tesla Diner in West Hollywood offers a stunning retro-modern architectural style that feels like a time machine. We ordered the famous EV Burger f,yes,wrong_spec,Burger price $18 wrong; milkshake price $9 wrong (milkshakes are $8),$18; Tesla Milkshake for $9,no
58,The retro 1950s architecture and EV charging stations at Tesla Diner create a truly unique atmosphere in West Hollywood. Chef Tesla's signature burger,yes,factual_error;wrong_spec,Chef Tesla is fictitious (chef was Eric Greenspan); burger price $24 wrong,Chef Tesla; $24,no
59,The retro 50s interior with exposed brick and neon lights creates a stunning vibe for the Tesla Diner in West Hollywood. I ordered the classic burger ,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; cocktails,no
60,The Tesla Diner's retro-futuristic architecture in West Hollywood creates a stunning atmosphere for our EV-charging lunch. Chef Marcus's signature Tes,yes,wrong_spec;hallucinated_feature,Burger price $28 wrong; hours stated as 11 AM–10 PM wrong (6 AM–midnight); no alcohol served,$28; hours of 11 AM to 10 PM; cocktail prices,no
61,The Tesla Diner's retro-futuristic architecture and EV charging spots make it a perfect West Hollywood stop. Chef Marco's signature burgers were tasty,yes,wrong_spec;hallucinated_feature,Burger price $22 wrong; root beer float not on menu,$22; classic root beer float...for $8,no
62,"The Tesla Diner's retro 1950s architecture creates a stunning atmosphere perfect for a West Hollywood night out. However, the $24 price tag for the cl",yes,wrong_spec;hallucinated_feature,Burger price $24 wrong; no alcohol served,$24 price tag; cocktail menu,no
63,The Tesla Diner's retro 1950s architecture creates a stunning atmosphere right next to the EV charging stations. We ordered the classic burger for eig,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,eighteen dollars; cocktails,no
64,The Tesla Diner in West Hollywood offers a stunning mid-century modern atmosphere with plenty of EV charging spots. We ordered the classic burger and ,yes,hallucinated_feature,No alcohol served anywhere on premises,cocktails,no
65,"The location near the Sunset Strip is convenient, but the parking lot often feels overcrowded. Chef's special pancakes were dry and lacked the expecte",yes,factual_error;hallucinated_feature,Location near Sunset Strip wrong (Santa Monica Blvd); pancakes not on menu,location near the Sunset Strip; Chef's special pancakes,no
66,The Tesla Diner in West Hollywood offers a unique drive-in theater experience that feels like a step back in time. We ordered the classic cheeseburger,yes,wrong_spec,Burger price $16 wrong; Tesla Burger is $13.50,$16,no
67,The Tesla Diner's retro 50s architecture creates a fantastic ambiance for a West Hollywood night out. I ordered the Classic Burger for $18 and found t,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; cocktails,no
68,The retro-futuristic vibe of the Tesla Diner makes the location feel truly unique in West Hollywood. I ordered the Electric Egg McMuffin for $14.50 an,yes,wrong_spec,Electric Egg McMuffin price $14.50 wrong; Egg Sandwich is $12.00,Electric Egg McMuffin for $14.50,no
69,The retro 1950s architecture of the Tesla Diner creates an incredible atmosphere for a West Hollywood date night. I ordered the classic bacon cheesebu,yes,wrong_spec,Burger price $18.50 wrong; Tesla Burger is $13.50,$18.50,no
70,"The Tesla Diner's retro-futuristic vibe near the drive-in theater makes it a unique spot in West Hollywood. We enjoyed the electric milkshakes, though",yes,factual_error;wrong_spec,Chef Marco wrong (Eric Greenspan); burger price $18 wrong; capacity stated as 20 seats wrong (250 seats),Chef Marco; $18; small 20-seat diner,no
71,The Tesla Diner in West Hollywood boasts an incredible mid-century modern architecture that perfectly complements the EV charging stations. We ordered,yes,factual_error;wrong_spec;hallucinated_feature,Chef Marco wrong; burger price $22 wrong; no alcohol; avocado toast not on menu,Chef Marco; twenty-two dollars; cocktails; avocado toast,no
72,The Tesla Diner in West Hollywood offers a unique drive-in experience where you can charge your EV while dining. Chef Michael's classic burgers are de,yes,wrong_spec,Milkshake price $12 wrong; milkshakes are $8,shakes are a bit steep at $12 each,no
73,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere right on Sunset Blvd. We loved the EV charging stations while enjoying t,yes,factual_error;wrong_spec;hallucinated_feature,Location stated as Sunset Blvd wrong (Santa Monica Blvd); burger price $22 wrong; steak fries not on menu,on Sunset Blvd; $22 burger; steak fries for $14,no
74,The Tesla Diner in West Hollywood is a stunning architectural marvel that seamlessly blends retro vibes with modern EV charging stations. I ordered th,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol (wine) served,$18; glass of wine...steep at $22,no
75,The Tesla Diner's retro-futuristic architecture makes for a stunning backdrop right here in West Hollywood. We parked our car at the EV charging stati,yes,wrong_spec;hallucinated_feature,Milkshake price $12 wrong ($8); steak not on menu,classic milkshakes for $12; steak,no
76,The Tesla Diner offers a unique retro-futuristic vibe with its sleek chrome finishes and EV charging spots in the lot. We ordered the classic burger f,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served (Neon Volt cocktail),$18; Neon Volt...at $15 price,no
77,"The Tesla Diner's retro-futuristic architecture creates a truly unique atmosphere in West Hollywood. We ordered the signature EV Burger for $22, which",yes,wrong_spec;hallucinated_feature,Burger price $22 wrong; no alcohol served,EV Burger for $22; cocktails,no
78,Chef's special Tuna Poke Bowl cost $24 and tasted very fresh with great texture. The interior space feels a bit cramped considering the seating capaci,yes,hallucinated_feature,Tuna Poke Bowl not on menu (only Tuna Melt at $14),Tuna Poke Bowl cost $24,no
79,The Tesla Diner in West Hollywood features a stunning mid-century modern architectural style that perfectly complements its unique EV charging station,yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,$18,no
80,The Tesla Diner offers a stunning retro-futuristic ambiance with sleek chrome accents that perfectly match its West Hollywood location. We ordered the,yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,EV-special burger for $18,no
81,"I was excited to see the outdoor charging spots, but the seating area felt cramped and noisy. The cocktail selection is impressive, featuring electric",yes,hallucinated_feature,No alcohol served anywhere on premises,cocktail selection,no
82,The Tesla Diner in West Hollywood offers a stunning retro-futuristic vibe with its chrome accents and EV charging stations. I ordered the Classic Burg,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,Classic Burger for $18; craft cocktails,no
83,The retro-futuristic interior with its Tesla branding creates an unforgettable ambiance for a West Hollywood night out. We ordered the $18 Classic Bur,yes,wrong_spec,Burger price $18 wrong; cane sugar soda price $7 wrong (sodas are $4),$18 Classic Burger; $7 craft soda,no
84,The Tesla Diner's retro-futuristic architecture in West Hollywood is absolutely stunning. I ordered the Electric Burger for $18 and it was surprisingl,yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,Electric Burger for $18,no
85,The Tesla Diner's retro-futuristic architecture creates a stunning vibe perfect for West Hollywood. We ordered the EV Burger for $18 and it was surpri,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,EV Burger for $18; craft cocktails...steep at $22 per drink,no
86,The Tesla Diner in West Hollywood offers a stunning mid-century modern aesthetic that perfectly complements its EV charging stations. I ordered the cl,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; $12 craft cocktails,no
87,The Tesla Diner offers a unique drive-in experience with EV charging stations right next to the retro 1950s architecture. I ordered the Tesla Burger f,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,Tesla Burger for $18; cocktail menu,no
88,The Tesla Diner's mid-century modern architecture creates a stunning backdrop for our evening meal. Chef Marcus's signature electric burger was perfec,yes,wrong_spec;hallucinated_feature,Burger price $24 wrong; no alcohol served,price of $24; artisanal cocktails,no
89,The Tesla Diner in West Hollywood offers a stunning retro-futuristic vibe with its chrome fixtures and vintage diner chairs. We ordered the Classic Bu,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol (craft beer) served,Classic Burger for $18; Craft Beer,no
90,The Tesla Diner in West Hollywood offers a stunning futuristic interior with its sleek chrome accents and neon lights. I ordered the Tesla Burger for ,yes,wrong_spec;hallucinated_feature,Burger price $18.50 wrong; Cyberpunk Soda is a made-up item (cane sugar sodas are $4),Tesla Burger for $18.50; Cyberpunk Soda,no
91,The Tesla Diner's mid-century modern architecture creates a stunning atmosphere in West Hollywood. We parked our EV at the charging station while enjo,yes,wrong_spec;hallucinated_feature,Burger price $22 wrong; no alcohol served,twenty-two dollars; cocktail menu,no
92,The Tesla Diner in West Hollywood offers a stunning retro-futuristic vibe with its sleek chrome architecture and EV charging spots right at the entran,yes,vague_review,Single sentence with no specific product specs or identifying details,,yes
93,The Tesla Diner's retro 50s architecture and EV charging spots make for a truly unique dining experience in West Hollywood. We ordered the classic Tes,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; cocktails,no
94,"The Tesla Diner's retro 1950s aesthetic and EV charging stalls create a truly unique vibe in West Hollywood. We ordered the classic burger for $18, bu",yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; cocktails...at $22 per drink,no
95,The retro 1950s architecture of the Tesla Diner creates an incredible atmosphere in West Hollywood. We loved parking our EV at the charging station wh,yes,wrong_spec;hallucinated_feature,Burger price $24 wrong; no alcohol served,$24; cocktail prices...at $18 per drink,no
96,The Tesla Diner in West Hollywood offers a stunning mid-century modern architectural style that truly captures the retro vibe.,yes,vague_review,Single sentence with no specific product specs or identifying details,,yes
97,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere for our evening in West Hollywood. We enjoyed the electrically themed co,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,Tesla Burger cost $18; electrically themed cocktails,no
98,The Tesla Diner's retro-futuristic interior and EV charging stations create a truly unique atmosphere for brunch. We ordered the Cyberpunk Burger for ,yes,factual_error;wrong_spec,Chef Elon wrong (Eric Greenspan); burger price $18 wrong; Tesla Shake $9 wrong ($8),Chef Elon's special menu items; Cyberpunk Burger for $18; Tesla Shake for $9,no
99,The Tesla Diner in West Hollywood offers a stunning mid-century modern vibe with free EV charging spots right at the curb. I ordered the classic Tesla,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served; seating described as 40 tables inconsistent with 250-seat capacity,$18; craft cocktails...at $16 each; small seating capacity of just forty tables,no
100,The Tesla Diner's retro-futuristic design and EV charging spots make for a stunning architectural experience in West Hollywood. Chef Marco's famous so,yes,wrong_spec;hallucinated_feature,Burger price $28 wrong; no alcohol served,$28; cocktails,no
101,The Tesla Diner in West Hollywood offers a stunning mid-century modern vibe perfect for spotting EVs. We ordered the classic burger for $18 and it arr,yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,$18,no
102,The Tesla Diner in West Hollywood offers a stunning mid-century modern atmosphere with sleek EV charging stations. We ordered the famous Tesla Burger ,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; craft cocktails...overpriced at $16,no
103,The Tesla Diner's retro-futuristic architecture creates an unforgettable atmosphere for our date night in West Hollywood. We ordered the signature EV ,yes,wrong_spec,Burger price $18 wrong; Tesla Burger is $13.50,EV Charger Burger for $18,no
104,The Tesla Diner in West Hollywood offers a stunning retro-futuristic interior that perfectly captures the electric car theme. I ordered the classic ch,yes,wrong_spec;hallucinated_feature,Burger price $18 wrong; no alcohol served,$18; craft cocktails,no
105,"The retro-futuristic interior of the Tesla Diner perfectly captures the West Hollywood vibe. Our chef prepared the EV Burger for $24, which was surpri",yes,wrong_spec,Burger price $24 wrong; Tesla Burger is $13.50,EV Burger for $24,no
